* Measurement data measured by REW V5.30 beta 4
* Source: EXCL: Microphone (Realtek(R) Audio), MICROPHONE (Master Volume), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at -27.0 dBFS with no timing reference
* Dated: Dec 13, 2023 11:48:32 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Oriolus Isabellae L
* Measurement: L Oriolus Isabellae
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 60.649 6.9852
0.732422 68.673 -1.7794
1.098633 74.730 -11.4841
1.464844 79.285 -21.1713
1.831055 82.758 -30.8109
2.197266 85.409 -40.1394
2.563477 87.418 -48.7754
2.929688 88.939 -56.3514
3.295898 90.116 -62.6359
3.662109 91.085 -67.6484
4.028320 91.951 -71.6938
4.394531 92.767 -75.2300
4.760742 93.536 -78.6271
5.126953 94.235 -82.0151
5.493164 94.852 -85.3222
5.859375 95.395 -88.4202
6.225586 95.886 -91.2512
6.591797 96.347 -93.8642
6.958008 96.787 -96.3602
7.324219 97.202 -98.8105
7.690430 97.585 -101.2168
8.056641 97.934 -103.5343
8.422852 98.253 -105.7234
8.789062 98.552 -107.7816
9.155273 98.834 -109.7375
9.521484 99.101 -111.6215
9.887695 99.349 -113.4435
10.253906 99.579 -115.1940
10.620117 99.792 -116.8624
10.986328 99.991 -118.4510
11.352539 100.178 -119.9738
11.718750 100.353 -121.4455
12.084961 100.516 -122.8716
12.451172 100.666 -124.2493
12.817383 100.805 -125.5749
13.183594 100.934 -126.8497
13.549805 101.056 -128.0799
13.916016 101.170 -129.2723
14.282227 101.277 -130.4316
14.648438 101.379 -131.5606
15.014648 101.474 -132.6622
15.380859 101.564 -133.7384
15.747070 101.648 -134.7886
16.113281 101.726 -135.8087
16.479492 101.800 -136.7939
16.845703 101.870 -137.7435
17.211914 101.937 -138.6621
17.578125 102.003 -139.5570
17.944336 102.066 -140.4333
18.310547 102.125 -141.2907
18.676758 102.181 -142.1251
19.042969 102.233 -142.9321
19.409180 102.282 -143.7104
19.775391 102.329 -144.4617
20.141602 102.373 -145.1887
20.507812 102.416 -145.8934
20.874023 102.457 -146.5781
21.240234 102.497 -147.2462
21.606445 102.535 -147.9015
21.972656 102.571 -148.5469
22.338867 102.605 -149.1826
22.705078 102.637 -149.8062
23.071289 102.666 -150.4154
23.437500 102.694 -151.0100
23.803711 102.720 -151.5920
24.169922 102.746 -152.1643
24.536133 102.770 -152.7279
24.902344 102.793 -153.2814
25.268555 102.814 -153.8221
25.634766 102.834 -154.3483
26.000977 102.853 -154.8605
26.367188 102.872 -155.3610
26.733398 102.891 -155.8526
27.099609 102.909 -156.3370
27.465820 102.927 -156.8145
27.832031 102.943 -157.2835
28.198242 102.958 -157.7419
28.564453 102.972 -158.1877
28.930664 102.985 -158.6207
29.296875 102.998 -159.0424
29.663086 103.011 -159.4559
30.029297 103.024 -159.8648
30.395508 103.036 -160.2706
30.761719 103.047 -160.6728
31.127930 103.058 -161.0691
31.494141 103.067 -161.4572
31.860352 103.075 -161.8368
32.226562 103.084 -162.2093
32.592773 103.092 -162.5769
32.958984 103.100 -162.9406
33.325195 103.107 -163.2998
33.691406 103.114 -163.6531
34.057617 103.121 -164.0005
34.423828 103.127 -164.3438
34.790039 103.134 -164.6850
35.156250 103.140 -165.0246
35.522461 103.145 -165.3599
35.888672 103.149 -165.6867
36.254883 103.152 -166.0018
36.621094 103.156 -166.3062
36.987305 103.160 -166.6050
37.353516 103.165 -166.9038
37.719727 103.170 -167.2050
38.085938 103.174 -167.5060
38.452148 103.177 -167.8020
38.818359 103.179 -168.0895
39.184570 103.181 -168.3697
39.550781 103.184 -168.6469
39.916992 103.186 -168.9247
40.283203 103.187 -169.2026
40.649414 103.188 -169.4761
41.015625 103.187 -169.7406
41.381836 103.187 -169.9949
41.748047 103.188 -170.2434
42.114258 103.189 -170.4924
42.480469 103.191 -170.7460
42.846680 103.192 -171.0031
43.212891 103.193 -171.2586
43.579102 103.192 -171.5082
43.945312 103.191 -171.7515
44.311523 103.191 -171.9919
44.677734 103.191 -172.2325
45.043945 103.190 -172.4729
45.410156 103.188 -172.7087
45.776367 103.185 -172.9350
46.142578 103.183 -173.1518
46.508789 103.182 -173.3646
46.875000 103.182 -173.5812
47.241211 103.182 -173.8049
47.607422 103.180 -174.0310
47.973633 103.176 -174.2500
48.339844 103.172 -174.4553
48.706055 103.169 -174.6488
49.072266 103.168 -174.8415
49.438477 103.168 -175.0444
49.804688 103.168 -175.2605
50.170898 103.164 -175.4805
50.537109 103.159 -175.6895
50.903320 103.152 -175.8773
51.269531 103.148 -176.0460
51.635742 103.147 -176.2097
52.001953 103.148 -176.3848
52.368164 103.151 -176.5804
52.734375 103.152 -176.7932
53.100586 103.149 -177.0114
53.466797 103.145 -177.2221
53.833008 103.139 -177.4179
54.199219 103.133 -177.5993
54.565430 103.129 -177.7722
54.931641 103.126 -177.9441
55.297852 103.123 -178.1206
55.664062 103.120 -178.3035
56.030273 103.117 -178.4905
56.396484 103.112 -178.6764
56.762695 103.106 -178.8559
57.128906 103.100 -179.0272
57.495117 103.094 -179.1930
57.861328 103.090 -179.3591
58.227539 103.085 -179.5304
58.593750 103.081 -179.7071
58.959961 103.075 -179.8852
59.326172 103.068 179.9413
59.692383 103.060 179.7760
60.058594 103.053 179.6190
60.424805 103.048 179.4670
60.791016 103.043 179.3154
61.157227 103.040 179.1591
61.523438 103.037 178.9944
61.889648 103.033 178.8210
62.255859 103.027 178.6453
62.622070 103.018 178.4804
62.988281 103.009 178.3398
63.354492 103.001 178.2274
63.720703 102.998 178.1296
64.086914 103.000 178.0202
64.453125 103.005 177.8757
64.819336 103.007 177.6928
65.185547 103.003 177.4940
65.551758 102.992 177.3155
65.917969 102.978 177.1837
66.284180 102.967 177.0973
66.650391 102.963 177.0275
67.016602 102.966 176.9366
67.382812 102.971 176.8015
67.749023 102.973 176.6242
68.115234 102.969 176.4255
68.481445 102.960 176.2283
68.847656 102.948 176.0451
69.213867 102.933 175.8772
69.580078 102.918 175.7224
69.946289 102.901 175.5818
70.312500 102.884 175.4597
70.678711 102.868 175.3576
71.044922 102.855 175.2689
71.411133 102.846 175.1803
71.777344 102.840 175.0786
72.143555 102.835 174.9573
72.509766 102.829 174.8189
72.875977 102.821 174.6720
73.242188 102.810 174.5265
73.608398 102.799 174.3903
73.974609 102.787 174.2667
74.340820 102.775 174.1542
74.707031 102.764 174.0472
75.073242 102.754 173.9395
75.439453 102.743 173.8293
75.805664 102.731 173.7239
76.171875 102.716 173.6367
76.538086 102.700 173.5800
76.904297 102.687 173.5552
77.270508 102.678 173.5501
77.636719 102.675 173.5447
78.002930 102.676 173.5222
78.369141 102.678 173.4775
78.735352 102.680 173.4172
79.101562 102.682 173.3505
79.467773 102.683 173.2814
79.833984 102.686 173.2059
80.200195 102.690 173.1169
80.566406 102.694 173.0100
80.932617 102.696 172.8872
81.298828 102.696 172.7542
81.665039 102.695 172.6171
82.031250 102.692 172.4811
82.397461 102.687 172.3503
82.763672 102.682 172.2283
83.129883 102.678 172.1146
83.496094 102.676 172.0026
83.862305 102.676 171.8796
84.228516 102.677 171.7343
84.594727 102.675 171.5656
84.960938 102.669 171.3865
85.327148 102.658 171.2188
85.693359 102.644 171.0808
86.059570 102.631 170.9770
86.425781 102.620 170.8951
86.791992 102.614 170.8159
87.158203 102.609 170.7242
87.524414 102.605 170.6170
87.890625 102.599 170.5009
88.256836 102.592 170.3847
88.623047 102.584 170.2728
88.989258 102.576 170.1638
89.355469 102.567 170.0546
89.721680 102.559 169.9446
90.087891 102.549 169.8355
90.454102 102.539 169.7294
90.820312 102.530 169.6257
91.186523 102.520 169.5216
91.552734 102.511 169.4153
91.918945 102.501 169.3079
92.285156 102.491 169.2036
92.651367 102.481 169.1052
93.017578 102.472 169.0115
93.383789 102.465 168.9162
93.750000 102.458 168.8127
94.116211 102.452 168.6989
94.482422 102.443 168.5805
94.848633 102.433 168.4675
95.214844 102.421 168.3682
95.581055 102.411 168.2832
95.947266 102.402 168.2047
96.313477 102.394 168.1225
96.679688 102.386 168.0309
97.045898 102.378 167.9328
97.412109 102.367 167.8370
97.778320 102.355 167.7502
98.144531 102.344 167.6716
98.510742 102.334 167.5934
98.876953 102.324 167.5065
99.243164 102.314 167.4084
99.609375 102.302 167.3047
99.975586 102.288 167.2050
100.341797 102.274 167.1158
100.708008 102.260 167.0356
101.074219 102.249 166.9565
101.440430 102.238 166.8706
101.806641 102.228 166.7749
102.172852 102.216 166.6736
102.539062 102.204 166.5752
102.905273 102.190 166.4866
103.271484 102.177 166.4097
103.637695 102.165 166.3407
104.003906 102.154 166.2737
104.370117 102.143 166.2046
104.736328 102.131 166.1348
105.102539 102.118 166.0695
105.468750 102.103 166.0131
105.834961 102.088 165.9652
106.201172 102.072 165.9214
106.567383 102.055 165.8787
106.933594 102.036 165.8412
107.299805 102.014 165.8198
107.666016 101.991 165.8235
108.032227 101.971 165.8501
108.398438 101.954 165.8837
108.764648 101.941 165.9053
109.130859 101.929 165.9068
109.497070 101.915 165.8978
109.863281 101.901 165.8975
110.229492 101.888 165.9180
110.595703 101.879 165.9547
110.961914 101.876 165.9906
111.328125 101.878 166.0107
111.694336 101.884 166.0110
112.060547 101.892 165.9948
112.426758 101.901 165.9634
112.792969 101.910 165.9147
113.159180 101.918 165.8530
113.525391 101.922 165.7977
113.891602 101.924 165.7744
114.257812 101.928 165.7900
114.624023 101.940 165.8143
114.990234 101.957 165.7940
115.356445 101.971 165.6986
115.722656 101.971 165.5574
116.088867 101.955 165.4496
116.455078 101.933 165.4406
116.821289 101.920 165.5115
117.187500 101.923 165.5486
117.553711 101.932 165.4249
117.919922 101.920 165.1205
118.286133 101.865 164.7800
118.652344 101.769 164.6523
119.018555 101.666 164.9327
119.384766 101.610 165.5898
119.750977 101.637 166.3145
120.117188 101.738 166.6902
120.483398 101.862 166.4715
120.849609 101.945 165.7308
121.215820 101.952 164.7896
121.582031 101.889 164.0319
121.948242 101.799 163.7053
122.314453 101.738 163.7853
122.680664 101.739 163.9909
123.046875 101.793 163.9781
123.413086 101.857 163.5752
123.779297 101.881 162.8745
124.145508 101.843 162.1529
124.511719 101.755 161.7089
124.877930 101.656 161.7038
125.244141 101.589 162.0735
125.610352 101.580 162.5707
125.976562 101.617 162.9272
126.342773 101.669 163.0148
126.708984 101.704 162.8853
127.075195 101.710 162.6918
127.441406 101.693 162.5706
127.807617 101.669 162.5643
128.173828 101.652 162.6228
128.540039 101.642 162.6675
128.906250 101.631 162.6618
129.272461 101.613 162.6312
129.638672 101.588 162.6259
130.004883 101.564 162.6682
130.371094 101.548 162.7293
130.737305 101.540 162.7542
131.103516 101.535 162.7086
131.469727 101.526 162.6057
131.835938 101.509 162.4918
132.202148 101.487 162.4085
132.568359 101.468 162.3633
132.934570 101.454 162.3317
133.300781 101.446 162.2839
133.666992 101.437 162.2112
134.033203 101.426 162.1307
134.399414 101.410 162.0689
134.765625 101.393 162.0429
135.131836 101.377 162.0553
135.498047 101.363 162.1013
135.864258 101.351 162.1766
136.230469 101.344 162.2764
136.596680 101.343 162.3867
136.962891 101.348 162.4831
137.329102 101.356 162.5412
137.695312 101.363 162.5535
138.061523 101.364 162.5358
138.427734 101.360 162.5155
138.793945 101.352 162.5115
139.160156 101.344 162.5226
139.526367 101.336 162.5347
139.892578 101.329 162.5406
140.258789 101.320 162.5499
140.625000 101.311 162.5788
140.991211 101.307 162.6264
141.357422 101.311 162.6641
141.723633 101.321 162.6517
142.089844 101.331 162.5726
142.456055 101.332 162.4554
142.822266 101.324 162.3585
143.188477 101.314 162.3262
143.554688 101.312 162.3478
143.920898 101.323 162.3601
144.287109 101.340 162.2953
144.653320 101.353 162.1394
145.019531 101.350 161.9503
145.385742 101.332 161.8188
145.751953 101.311 161.8022
146.118164 101.300 161.8791
146.484375 101.306 161.9632
146.850586 101.324 161.9690
147.216797 101.339 161.8739
147.583008 101.342 161.7277
147.949219 101.333 161.6067
148.315430 101.321 161.5540
