* Measurement data measured by REW V5.30 beta 4
* Source: EXCL: Microphone (Realtek(R) Audio), MICROPHONE (Master Volume), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at -27.0 dBFS with no timing reference
* Dated: Dec 13, 2023 11:49:42 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Oriolus Isabellae R
* Measurement: R Oriolus Isabellae
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 61.082 1.3061
0.732422 68.899 -5.6645
1.098633 74.945 -13.8880
1.464844 79.528 -22.6729
1.831055 83.033 -31.7716
2.197266 85.711 -40.7781
2.563477 87.742 -49.2297
2.929688 89.277 -56.7087
3.295898 90.460 -62.9461
3.662109 91.428 -67.9285
4.028320 92.288 -71.9354
4.394531 93.097 -75.4152
4.760742 93.860 -78.7458
5.126953 94.557 -82.0721
5.493164 95.174 -85.3314
5.859375 95.716 -88.3949
6.225586 96.207 -91.1978
6.591797 96.667 -93.7811
6.958008 97.107 -96.2431
7.324219 97.524 -98.6574
7.690430 97.910 -101.0308
8.056641 98.264 -103.3221
8.422852 98.589 -105.4927
8.789062 98.894 -107.5392
9.155273 99.182 -109.4898
9.521484 99.455 -111.3744
9.887695 99.709 -113.2013
10.253906 99.943 -114.9572
10.620117 100.159 -116.6263
10.986328 100.361 -118.2073
11.352539 100.551 -119.7158
11.718750 100.731 -121.1728
12.084961 100.900 -122.5919
12.451172 101.057 -123.9750
12.817383 101.202 -125.3172
13.183594 101.335 -126.6130
13.549805 101.458 -127.8607
13.916016 101.574 -129.0628
14.282227 101.683 -130.2245
14.648438 101.787 -131.3535
15.014648 101.886 -132.4577
15.380859 101.979 -133.5418
15.747070 102.067 -134.6048
16.113281 102.148 -135.6403
16.479492 102.225 -136.6415
16.845703 102.298 -137.6066
17.211914 102.369 -138.5411
17.578125 102.438 -139.4542
17.944336 102.504 -140.3516
18.310547 102.565 -141.2317
18.676758 102.623 -142.0870
19.042969 102.676 -142.9103
19.409180 102.728 -143.7007
19.775391 102.778 -144.4645
20.141602 102.826 -145.2113
20.507812 102.873 -145.9483
20.874023 102.917 -146.6765
21.240234 102.957 -147.3907
21.606445 102.994 -148.0843
21.972656 103.027 -148.7531
22.338867 103.060 -149.3983
22.705078 103.092 -150.0261
23.071289 103.123 -150.6442
23.437500 103.154 -151.2575
23.803711 103.182 -151.8659
24.169922 103.209 -152.4654
24.536133 103.233 -153.0512
24.902344 103.257 -153.6208
25.268555 103.279 -154.1760
25.634766 103.302 -154.7202
26.000977 103.323 -155.2566
26.367188 103.344 -155.7851
26.733398 103.363 -156.3039
27.099609 103.381 -156.8105
27.465820 103.398 -157.3043
27.832031 103.415 -157.7868
28.198242 103.431 -158.2603
28.564453 103.446 -158.7264
28.930664 103.461 -159.1848
29.296875 103.474 -159.6345
29.663086 103.486 -160.0746
30.029297 103.497 -160.5057
30.395508 103.508 -160.9297
30.761719 103.519 -161.3491
31.127930 103.529 -161.7649
31.494141 103.538 -162.1761
31.860352 103.546 -162.5802
32.226562 103.553 -162.9749
32.592773 103.560 -163.3600
32.958984 103.567 -163.7382
33.325195 103.575 -164.1141
33.691406 103.583 -164.4911
34.057617 103.590 -164.8695
34.423828 103.596 -165.2454
34.790039 103.600 -165.6129
35.156250 103.603 -165.9670
35.522461 103.607 -166.3066
35.888672 103.611 -166.6353
36.254883 103.616 -166.9603
36.621094 103.622 -167.2879
36.987305 103.627 -167.6203
37.353516 103.630 -167.9535
37.719727 103.632 -168.2799
38.085938 103.632 -168.5932
38.452148 103.633 -168.8933
38.818359 103.634 -169.1872
39.184570 103.637 -169.4839
39.550781 103.639 -169.7876
39.916992 103.638 -170.0935
40.283203 103.636 -170.3907
40.649414 103.634 -170.6711
41.015625 103.632 -170.9367
41.381836 103.633 -171.2000
41.748047 103.636 -171.4755
42.114258 103.639 -171.7688
42.480469 103.639 -172.0724
42.846680 103.635 -172.3702
43.212891 103.630 -172.6494
43.579102 103.625 -172.9082
43.945312 103.622 -173.1556
44.311523 103.621 -173.4031
44.677734 103.620 -173.6557
45.043945 103.618 -173.9109
45.410156 103.616 -174.1632
45.776367 103.614 -174.4110
46.142578 103.612 -174.6574
46.508789 103.610 -174.9063
46.875000 103.606 -175.1563
47.241211 103.601 -175.4011
47.607422 103.596 -175.6348
47.973633 103.591 -175.8586
48.339844 103.588 -176.0816
48.706055 103.586 -176.3143
49.072266 103.582 -176.5599
49.438477 103.576 -176.8099
49.804688 103.567 -177.0489
50.170898 103.557 -177.2645
50.537109 103.548 -177.4552
50.903320 103.543 -177.6331
51.269531 103.542 -177.8163
51.635742 103.542 -178.0199
52.001953 103.542 -178.2474
52.368164 103.538 -178.4884
52.734375 103.530 -178.7234
53.100586 103.518 -178.9333
53.466797 103.506 -179.1087
53.833008 103.497 -179.2562
54.199219 103.493 -179.3949
54.565430 103.492 -179.5464
54.931641 103.492 -179.7225
55.297852 103.491 -179.9192
55.664062 103.487 179.8774
56.030273 103.480 179.6803
56.396484 103.473 179.4921
56.762695 103.466 179.3059
57.128906 103.459 179.1141
57.495117 103.451 178.9172
57.861328 103.441 178.7236
58.227539 103.432 178.5397
58.593750 103.423 178.3617
58.959961 103.416 178.1762
59.326172 103.410 177.9726
59.692383 103.401 177.7556
60.058594 103.387 177.5468
60.424805 103.371 177.3710
60.791016 103.357 177.2366
61.157227 103.349 177.1271
61.523438 103.349 177.0096
61.889648 103.352 176.8565
62.255859 103.354 176.6633
62.622070 103.351 176.4495
62.988281 103.342 176.2446
63.354492 103.330 176.0688
63.720703 103.317 175.9236
64.086914 103.307 175.7957
64.453125 103.297 175.6705
64.819336 103.286 175.5439
65.185547 103.274 175.4250
65.551758 103.260 175.3270
65.917969 103.249 175.2532
66.284180 103.242 175.1869
66.650391 103.241 175.0949
67.016602 103.241 174.9462
67.382812 103.237 174.7355
67.749023 103.222 174.4951
68.115234 103.194 174.2836
68.481445 103.161 174.1512
68.847656 103.134 174.1033
69.213867 103.121 174.0871
69.580078 103.123 174.0195
69.946289 103.129 173.8420
70.312500 103.127 173.5631
70.678711 103.107 173.2562
71.044922 103.072 173.0148
71.411133 103.034 172.8936
71.777344 103.006 172.8741
72.143555 102.995 172.8786
72.509766 102.998 172.8250
72.875977 103.002 172.6805
73.242188 102.996 172.4773
73.608398 102.977 172.2860
73.974609 102.950 172.1689
74.340820 102.924 172.1458
74.707031 102.908 172.1868
75.073242 102.904 172.2348
75.439453 102.909 172.2388
75.805664 102.915 172.1793
76.171875 102.915 172.0736
76.538086 102.906 171.9626
76.904297 102.891 171.8869
77.270508 102.874 171.8650
77.636719 102.862 171.8837
78.002930 102.858 171.9081
78.369141 102.860 171.9037
78.735352 102.863 171.8574
79.101562 102.863 171.7805
79.467773 102.860 171.6955
79.833984 102.855 171.6172
80.200195 102.850 171.5445
80.566406 102.846 171.4687
80.932617 102.843 171.3865
81.298828 102.838 171.3044
81.665039 102.835 171.2294
82.031250 102.834 171.1562
82.397461 102.835 171.0674
82.763672 102.837 170.9473
83.129883 102.835 170.8008
83.496094 102.826 170.6556
83.862305 102.811 170.5459
84.228516 102.796 170.4892
84.594727 102.786 170.4750
84.960938 102.782 170.4745
85.327148 102.784 170.4610
85.693359 102.789 170.4229
86.059570 102.795 170.3590
86.425781 102.802 170.2689
86.791992 102.806 170.1497
87.158203 102.806 170.0073
87.524414 102.798 169.8661
87.890625 102.783 169.7640
88.256836 102.768 169.7278
88.623047 102.760 169.7487
88.989258 102.764 169.7792
89.355469 102.778 169.7604
89.721680 102.795 169.6608
90.087891 102.806 169.4955
90.454102 102.806 169.3114
90.820312 102.800 169.1535
91.186523 102.792 169.0363
91.552734 102.786 168.9424
91.918945 102.784 168.8441
92.285156 102.783 168.7278
92.651367 102.780 168.6007
93.017578 102.775 168.4782
93.383789 102.769 168.3663
93.750000 102.765 168.2566
94.116211 102.762 168.1358
94.482422 102.759 167.9995
94.848633 102.752 167.8562
95.214844 102.744 167.7195
95.581055 102.735 167.5954
95.947266 102.727 167.4780
96.313477 102.720 167.3553
96.679688 102.714 167.2205
97.045898 102.706 167.0771
97.412109 102.696 166.9353
97.778320 102.684 166.8030
98.144531 102.673 166.6805
98.510742 102.663 166.5615
98.876953 102.653 166.4394
99.243164 102.643 166.3126
99.609375 102.633 166.1849
99.975586 102.621 166.0620
100.341797 102.610 165.9464
100.708008 102.600 165.8354
101.074219 102.591 165.7234
101.440430 102.583 165.6052
101.806641 102.575 165.4805
102.172852 102.566 165.3538
102.539062 102.556 165.2315
102.905273 102.546 165.1167
103.271484 102.538 165.0067
103.637695 102.531 164.8956
104.003906 102.524 164.7802
104.370117 102.516 164.6636
104.736328 102.508 164.5533
105.102539 102.500 164.4538
105.468750 102.493 164.3608
105.834961 102.488 164.2634
106.201172 102.483 164.1544
106.567383 102.475 164.0388
106.933594 102.464 163.9329
107.299805 102.451 163.8514
107.666016 102.440 163.7939
108.032227 102.433 163.7430
108.398438 102.427 163.6775
108.764648 102.421 163.5894
109.130859 102.412 163.4902
109.497070 102.399 163.3996
109.863281 102.385 163.3285
110.229492 102.373 163.2703
110.595703 102.363 163.2092
110.961914 102.354 163.1345
111.328125 102.344 163.0479
111.694336 102.333 162.9583
112.060547 102.321 162.8715
112.426758 102.309 162.7878
112.792969 102.296 162.7091
113.159180 102.284 162.6425
113.525391 102.274 162.5924
113.891602 102.268 162.5477
114.257812 102.267 162.4814
114.624023 102.266 162.3727
114.990234 102.258 162.2354
115.356445 102.240 162.1205
115.722656 102.218 162.0810
116.088867 102.203 162.1217
116.455078 102.202 162.1814
116.821289 102.211 162.1756
117.187500 102.219 162.0712
117.553711 102.211 161.9246
117.919922 102.191 161.8408
118.286133 102.172 161.8788
118.652344 102.173 161.9811
119.018555 102.199 161.9973
119.384766 102.232 161.7997
119.750977 102.246 161.3919
120.117188 102.221 160.9195
120.483398 102.161 160.5774
120.849609 102.090 160.4852
121.215820 102.037 160.6122
121.582031 102.018 160.8088
121.948242 102.027 160.9172
122.314453 102.046 160.8674
122.680664 102.060 160.6873
123.046875 102.060 160.4489
123.413086 102.048 160.2150
123.779297 102.028 160.0241
124.145508 102.004 159.8970
124.511719 101.985 159.8324
124.877930 101.975 159.7880
125.244141 101.975 159.6859
125.610352 101.969 159.4694
125.976562 101.938 159.1820
126.342773 101.870 158.9914
126.708984 101.781 159.1073
127.075195 101.711 159.6178
127.441406 101.704 160.3542
127.807617 101.775 160.9401
128.173828 101.886 161.0429
128.540039 101.975 160.6105
128.906250 101.996 159.8928
129.272461 101.942 159.2711
129.638672 101.849 159.0309
130.004883 101.770 159.1951
130.371094 101.740 159.5286
130.737305 101.756 159.7325
131.103516 101.783 159.6696
131.469727 101.788 159.4224
131.835938 101.765 159.1780
132.202148 101.729 159.0654
132.568359 101.702 159.0749
132.934570 101.690 159.1022
133.300781 101.687 159.0625
133.666992 101.679 158.9630
134.033203 101.660 158.8784
134.399414 101.637 158.8704
134.765625 101.620 158.9335
135.131836 101.615 159.0115
135.498047 101.616 159.0568
135.864258 101.618 159.0671
136.230469 101.618 159.0654
136.596680 101.620 159.0518
136.962891 101.624 158.9907
137.329102 101.620 158.8536
137.695312 101.597 158.6793
138.061523 101.551 158.5826
138.427734 101.494 158.6856
138.793945 101.454 159.0093
139.160156 101.454 159.4163
139.526367 101.495 159.6794
139.892578 101.549 159.6411
140.258789 101.580 159.3320
140.625000 101.567 158.9504
140.991211 101.518 158.7308
141.357422 101.467 158.7849
141.723633 101.448 159.0188
142.089844 101.470 159.1979
142.456055 101.512 159.1247
142.822266 101.538 158.7815
143.188477 101.523 158.3324
143.554688 101.467 158.0060
143.920898 101.397 157.9507
144.287109 101.344 158.1472
144.653320 101.328 158.4316
145.019531 101.343 158.6146
145.385742 101.368 158.6038
145.751953 101.379 158.4394
146.118164 101.368 158.2399
146.484375 101.340 158.1165
146.850586 101.310 158.1102
147.216797 101.291 158.1812
147.583008 101.287 158.2449
147.949219 101.292 158.2293
148.315430 101.294 158.1172
148.681641 101.283 157.9540
