* Measurement data measured by REW V5.30 beta 4
* Source: Microphone (Realtek(R) Audio), MICROPHONE (Master Volume), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 9, 2023 12:37:05 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Ikko OH300 r
* Measurement: R ikko 0h300
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 18.962 -48.2643
0.732422 34.535 60.5778
1.098633 46.937 47.6943
1.464844 54.370 32.7124
1.831055 59.535 18.4784
2.197266 63.321 5.3736
2.563477 66.167 -6.4070
2.929688 68.345 -16.7286
3.295898 70.049 -25.5503
3.662109 71.431 -32.9691
4.028320 72.601 -39.2202
4.394531 73.627 -44.6087
4.760742 74.546 -49.4031
5.126953 75.372 -53.7685
5.493164 76.115 -57.7738
5.859375 76.787 -61.4483
6.225586 77.403 -64.8297
6.591797 77.973 -67.9736
6.958008 78.504 -70.9317
7.324219 78.996 -73.7314
7.690430 79.454 -76.3771
8.056641 79.883 -78.8715
8.422852 80.288 -81.2327
8.789062 80.674 -83.4934
9.155273 81.042 -85.6853
9.521484 81.389 -87.8238
9.887695 81.714 -89.9062
10.253906 82.017 -91.9219
10.620117 82.301 -93.8634
10.986328 82.568 -95.7295
11.352539 82.819 -97.5222
11.718750 83.055 -99.2437
12.084961 83.280 -100.8977
12.451172 83.494 -102.4923
12.817383 83.698 -104.0393
13.183594 83.892 -105.5479
13.549805 84.076 -107.0185
13.916016 84.251 -108.4454
14.282227 84.416 -109.8253
14.648438 84.576 -111.1656
15.014648 84.730 -112.4829
15.380859 84.878 -113.7903
15.747070 85.016 -115.0848
16.113281 85.143 -116.3465
16.479492 85.261 -117.5527
16.845703 85.376 -118.6967
17.211914 85.490 -119.7956
17.578125 85.604 -120.8803
17.944336 85.717 -121.9731
18.310547 85.823 -123.0725
18.676758 85.920 -124.1567
19.042969 86.010 -125.2014
19.409180 86.095 -126.1988
19.775391 86.180 -127.1606
20.141602 86.263 -128.1052
20.507812 86.342 -129.0414
20.874023 86.417 -129.9615
21.240234 86.487 -130.8518
21.606445 86.554 -131.7069
21.972656 86.621 -132.5367
22.338867 86.687 -133.3585
22.705078 86.752 -134.1823
23.071289 86.811 -135.0036
23.437500 86.867 -135.8093
23.803711 86.919 -136.5916
24.169922 86.969 -137.3546
24.536133 87.019 -138.1087
24.902344 87.066 -138.8580
25.268555 87.110 -139.5953
25.634766 87.152 -140.3102
26.000977 87.196 -141.0035
26.367188 87.241 -141.6937
26.733398 87.288 -142.4046
27.099609 87.331 -143.1441
27.465820 87.366 -143.8925
27.832031 87.394 -144.6119
28.198242 87.417 -145.2724
28.564453 87.442 -145.8737
28.930664 87.473 -146.4456
29.296875 87.509 -147.0255
29.663086 87.546 -147.6320
30.029297 87.580 -148.2553
30.395508 87.608 -148.8702
30.761719 87.633 -149.4580
31.127930 87.658 -150.0191
31.494141 87.685 -150.5683
31.860352 87.712 -151.1200
32.226562 87.738 -151.6781
32.592773 87.761 -152.2376
32.958984 87.782 -152.7920
33.325195 87.801 -153.3380
33.691406 87.818 -153.8729
34.057617 87.833 -154.3923
34.423828 87.848 -154.8931
34.790039 87.864 -155.3816
35.156250 87.883 -155.8749
35.522461 87.901 -156.3898
35.888672 87.916 -156.9251
36.254883 87.923 -157.4545
36.621094 87.924 -157.9404
36.987305 87.925 -158.3622
37.353516 87.932 -158.7362
37.719727 87.947 -159.1068
38.085938 87.967 -159.5142
38.452148 87.984 -159.9636
38.818359 87.995 -160.4236
39.184570 88.000 -160.8550
39.550781 88.005 -161.2462
39.916992 88.014 -161.6220
40.283203 88.025 -162.0181
40.649414 88.033 -162.4445
41.015625 88.033 -162.8703
41.381836 88.027 -163.2487
41.748047 88.023 -163.5604
42.114258 88.030 -163.8394
42.480469 88.047 -164.1546
42.846680 88.069 -164.5595
43.212891 88.083 -165.0512
43.579102 88.082 -165.5720
43.945312 88.069 -166.0509
44.311523 88.052 -166.4509
44.677734 88.039 -166.7896
45.043945 88.035 -167.1163
45.410156 88.034 -167.4702
45.776367 88.031 -167.8514
46.142578 88.024 -168.2280
46.508789 88.013 -168.5659
46.875000 88.004 -168.8571
47.241211 88.002 -169.1239
47.607422 88.006 -169.4002
47.973633 88.013 -169.7069
48.339844 88.018 -170.0403
48.706055 88.018 -170.3786
49.072266 88.015 -170.6976
49.438477 88.012 -170.9859
49.804688 88.011 -171.2512
50.170898 88.014 -171.5161
50.537109 88.020 -171.8054
50.903320 88.024 -172.1299
51.269531 88.022 -172.4747
51.635742 88.012 -172.8035
52.001953 87.997 -173.0797
52.368164 87.985 -173.2955
52.734375 87.981 -173.4856
53.100586 87.987 -173.7105
53.466797 87.992 -174.0123
53.833008 87.988 -174.3767
54.199219 87.967 -174.7315
54.565430 87.934 -174.9895
54.931641 87.904 -175.1094
55.297852 87.891 -175.1338
55.664062 87.902 -175.1700
56.030273 87.930 -175.3238
56.396484 87.960 -175.6351
56.762695 87.977 -176.0627
57.128906 87.976 -176.5221
57.495117 87.963 -176.9411
57.861328 87.947 -177.2973
58.227539 87.935 -177.6172
58.593750 87.929 -177.9465
58.959961 87.924 -178.3162
59.326172 87.915 -178.7240
59.692383 87.896 -179.1351
60.058594 87.869 -179.4951
60.424805 87.837 -179.7534
60.791016 87.813 -179.8935
61.157227 87.808 -179.9590
61.523438 87.826 179.9527
61.889648 87.859 179.7427
62.255859 87.886 179.3835
62.622070 87.891 178.9538
62.988281 87.872 178.5954
63.354492 87.845 178.4101
63.720703 87.831 178.3672
64.086914 87.840 178.3123
64.453125 87.854 178.1011
64.819336 87.841 177.7556
65.185547 87.782 177.4960
65.551758 87.697 177.6003
65.917969 87.640 178.1605
66.284180 87.666 178.9126
66.650391 87.779 179.3524
67.016602 87.923 179.1071
67.382812 88.016 178.2104
67.749023 88.007 177.0581
68.115234 87.905 176.1535
68.481445 87.766 175.8121
68.847656 87.666 175.9643
69.213867 87.640 176.2161
69.580078 87.666 176.1763
69.946289 87.692 175.7513
70.312500 87.681 175.1433
70.678711 87.637 174.6233
71.044922 87.590 174.3085
71.411133 87.568 174.1086
71.777344 87.569 173.8671
72.143555 87.577 173.5392
72.509766 87.583 173.2158
72.875977 87.599 172.9753
73.242188 87.647 172.7310
73.608398 87.722 172.2546
73.974609 87.784 171.3910
74.340820 87.781 170.2568
74.707031 87.683 169.2434
75.073242 87.514 168.8165
75.439453 87.350 169.2107
75.805664 87.278 170.1913
76.171875 87.325 171.1517
76.538086 87.442 171.5669
76.904297 87.545 171.3596
77.270508 87.578 170.8550
77.636719 87.541 170.4801
78.002930 87.480 170.4685
78.369141 87.446 170.7299
78.735352 87.458 170.9657
79.101562 87.489 170.9388
79.467773 87.501 170.6494
79.833984 87.475 170.2876
80.200195 87.421 170.0533
80.566406 87.369 170.0027
80.932617 87.340 170.0261
81.298828 87.334 169.9625
81.665039 87.330 169.7421
82.031250 87.311 169.4314
82.397461 87.276 169.1633
82.763672 87.239 169.0266
83.129883 87.219 168.9993
83.496094 87.227 168.9686
83.862305 87.255 168.8141
84.228516 87.284 168.4862
84.594727 87.298 168.0300
84.960938 87.287 167.5533
85.327148 87.254 167.1716
85.693359 87.213 166.9534
86.059570 87.180 166.8864
86.425781 87.167 166.8818
86.791992 87.169 166.8265
87.158203 87.173 166.6587
87.524414 87.161 166.4150
87.890625 87.128 166.2084
88.256836 87.083 166.1432
88.623047 87.048 166.2237
88.989258 87.038 166.3320
89.355469 87.046 166.3145
89.721680 87.049 166.1129
90.087891 87.026 165.8203
90.454102 86.978 165.6051
90.820312 86.929 165.5598
91.186523 86.902 165.5970
91.552734 86.901 165.5072
91.918945 86.894 165.1582
92.285156 86.843 164.6573
92.651367 86.735 164.3264
93.017578 86.603 164.4920
93.383789 86.519 165.2030
93.750000 86.540 166.0925
94.116211 86.661 166.5924
94.482422 86.811 166.3619
94.848633 86.909 165.5074
95.214844 86.913 164.4560
95.581055 86.838 163.6700
95.947266 86.740 163.3861
96.313477 86.677 163.4968
96.679688 86.672 163.6683
97.045898 86.702 163.6227
97.412109 86.724 163.3300
97.778320 86.715 162.9651
98.144531 86.684 162.7217
98.510742 86.655 162.6570
98.876953 86.645 162.6722
99.243164 86.653 162.6270
99.609375 86.661 162.4700
99.975586 86.653 162.2670
100.341797 86.630 162.1218
100.708008 86.606 162.0779
101.074219 86.592 162.0871
101.440430 86.586 162.0664
101.806641 86.578 161.9797
102.172852 86.561 161.8653
102.539062 86.534 161.7894
102.905273 86.507 161.7773
103.271484 86.490 161.7884
103.637695 86.480 161.7544
104.003906 86.470 161.6430
104.370117 86.453 161.4815
104.736328 86.427 161.3257
105.102539 86.400 161.2078
105.468750 86.378 161.1147
105.834961 86.362 161.0123
106.201172 86.349 160.8842
106.567383 86.338 160.7426
106.933594 86.330 160.6035
107.299805 86.325 160.4615
107.666016 86.324 160.2982
108.032227 86.319 160.1171
108.398438 86.309 159.9608
108.764648 86.296 159.8807
109.130859 86.289 159.8814
109.497070 86.296 159.9008
109.863281 86.308 159.8600
110.229492 86.312 159.7463
110.595703 86.295 159.6420
110.961914 86.261 159.6657
111.328125 86.230 159.8672
111.694336 86.220 160.1705
112.060547 86.237 160.4217
112.426758 86.267 160.4986
112.792969 86.293 160.3710
113.159180 86.303 160.0680
113.525391 86.290 159.6197
113.891602 86.244 159.0618
114.257812 86.155 158.5026
114.624023 86.026 158.1491
114.990234 85.892 158.1932
115.356445 85.812 158.5828
115.722656 85.826 158.9082
116.088867 85.903 158.6570
116.455078 85.950 157.6866
116.821289 85.889 156.4418
117.187500 85.721 155.7304
117.553711 85.566 156.1427
117.919922 85.598 157.3225
118.286133 85.878 157.8999
118.652344 86.255 156.6576
119.018555 86.489 153.5746
119.384766 86.403 149.7037
119.750977 85.949 146.6566
120.117188 85.252 146.1653
120.483398 84.654 149.1442
120.849609 84.553 154.0931
121.215820 84.964 157.7314
121.582031 85.508 158.4748
121.948242 85.861 157.1813
122.314453 85.929 155.4875
122.680664 85.798 154.6867
123.046875 85.648 155.1876
123.413086 85.622 156.3715
123.779297 85.722 157.2239
124.145508 85.838 157.2827
124.511719 85.873 156.8524
124.877930 85.814 156.5273
125.244141 85.723 156.6610
125.610352 85.670 157.1313
125.976562 85.678 157.5209
126.342773 85.710 157.5279
126.708984 85.717 157.1863
127.075195 85.676 156.7508
127.441406 85.604 156.4532
127.807617 85.533 156.3529
128.173828 85.483 156.3543
128.540039 85.457 156.3319
128.906250 85.443 156.2288
129.272461 85.433 156.0612
129.638672 85.422 155.8708
130.004883 85.412 155.6898
130.371094 85.403 155.5357
130.737305 85.399 155.4109
131.103516 85.400 155.2976
131.469727 85.405 155.1657
131.835938 85.404 155.0066
132.202148 85.390 154.8635
132.568359 85.363 154.8160
132.934570 85.334 154.9130
133.300781 85.319 155.1144
133.666992 85.321 155.3087
134.033203 85.329 155.4087
134.399414 85.328 155.4304
134.765625 85.312 155.4671
135.131836 85.295 155.5768
135.498047 85.293 155.6940
135.864258 85.304 155.6715
136.230469 85.305 155.4317
136.596680 85.271 155.0731
136.962891 85.200 154.8162
137.329102 85.122 154.8145
137.695312 85.079 154.9825
138.061523 85.083 155.0202
138.427734 85.102 154.6625
138.793945 85.080 153.9301
139.160156 84.978 153.1533
139.526367 84.811 152.7743
139.892578 84.640 153.0621
140.258789 84.542 153.8992
140.625000 84.558 154.8292
140.991211 84.667 155.3749
141.357422 84.811 155.3239
141.723633 84.937 154.7384
142.089844 85.016 153.7981
142.456055 85.032 152.6891
142.822266 84.976 151.6110
143.188477 84.850 150.8250
143.554688 84.682 150.6245
143.920898 84.533 151.1661
144.287109 84.478 152.2471
144.653320 84.552 153.2984
145.019531 84.709 153.7493
145.385742 84.855 153.4484
145.751953 84.916 152.7321
146.118164 84.878 152.1618
146.484375 84.797 152.1542
146.850586 84.754 152.6860
147.216797 84.796 153.2963
147.583008 84.890 153.4831
147.949219 84.957 153.1443
148.315430 84.939 152.6439
148.681641 84.846 152.5214
