* Measurement data measured by REW V5.30 beta 4
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Dec 10, 2023 12:28:10 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ORIOLUS SZALAYI R
* Measurement: R ORIOLUS SZALAYI
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 85.459 146.9074
0.732422 84.039 110.4703
1.098633 82.176 66.1325
1.464844 81.432 13.6463
1.831055 82.538 -33.0327
2.197266 83.876 -66.3241
2.563477 84.543 -88.9751
2.929688 84.579 -102.7203
3.295898 84.514 -108.1134
3.662109 85.048 -108.3671
4.028320 86.245 -109.3891
4.394531 87.527 -113.7061
4.760742 88.485 -120.0719
5.126953 89.044 -126.5944
5.493164 89.313 -132.0020
5.859375 89.467 -135.9334
6.225586 89.640 -138.8930
6.591797 89.849 -141.6827
6.958008 90.019 -144.6624
7.324219 90.088 -147.5692
7.690430 90.065 -149.9031
8.056641 90.029 -151.4272
8.422852 90.059 -152.4188
8.789062 90.170 -153.4499
9.155273 90.311 -154.8926
9.521484 90.416 -156.6831
9.887695 90.463 -158.5015
10.253906 90.475 -160.0874
10.620117 90.491 -161.4227
10.986328 90.531 -162.6816
11.352539 90.586 -164.0315
11.718750 90.632 -165.4929
12.084961 90.658 -166.9681
12.451172 90.669 -168.3615
12.817383 90.674 -169.6540
13.183594 90.678 -170.8764
13.549805 90.677 -172.0368
13.916016 90.673 -173.0992
14.282227 90.674 -174.0407
14.648438 90.692 -174.9186
15.014648 90.728 -175.8610
15.380859 90.764 -176.9678
15.747070 90.775 -178.2160
16.113281 90.747 -179.4589
16.479492 90.688 179.4771
16.845703 90.620 178.6723
17.211914 90.570 178.0596
17.578125 90.546 177.4828
17.944336 90.535 176.8207
18.310547 90.520 176.0634
18.676758 90.492 175.2863
19.042969 90.456 174.5617
19.409180 90.423 173.8928
19.775391 90.397 173.2224
20.141602 90.372 172.4976
20.507812 90.338 171.7248
20.874023 90.291 170.9656
21.240234 90.235 170.2838
21.606445 90.180 169.6948
21.972656 90.133 169.1615
22.338867 90.093 168.6344
22.705078 90.057 168.0955
23.071289 90.020 167.5638
23.437500 89.984 167.0626
23.803711 89.955 166.5837
24.169922 89.933 166.0881
24.536133 89.914 165.5417
24.902344 89.890 164.9534
25.268555 89.856 164.3743
25.634766 89.818 163.8582
26.000977 89.784 163.4122
26.367188 89.763 162.9835
26.733398 89.752 162.4962
27.099609 89.740 161.9126
27.465820 89.715 161.2653
27.832031 89.672 160.6365
28.198242 89.619 160.0993
28.564453 89.567 159.6657
28.930664 89.527 159.2795
29.296875 89.496 158.8621
29.663086 89.464 158.3741
30.029297 89.421 157.8455
30.395508 89.364 157.3508
30.761719 89.299 156.9540
31.127930 89.238 156.6627
31.494141 89.190 156.4227
31.860352 89.156 156.1589
32.226562 89.127 155.8254
32.592773 89.094 155.4294
32.958984 89.053 155.0137
33.325195 89.006 154.6200
33.691406 88.956 154.2625
34.057617 88.908 153.9285
34.423828 88.862 153.6008
34.790039 88.815 153.2773
35.156250 88.768 152.9709
35.522461 88.722 152.6913
35.888672 88.681 152.4292
36.254883 88.646 152.1564
36.621094 88.613 151.8466
36.987305 88.576 151.4964
37.353516 88.533 151.1310
37.719727 88.481 150.7900
38.085938 88.425 150.5034
38.452148 88.370 150.2758
38.818359 88.321 150.0864
39.184570 88.280 149.9023
39.550781 88.244 149.6937
39.916992 88.210 149.4451
40.283203 88.172 149.1589
40.649414 88.128 148.8553
41.015625 88.077 148.5670
41.381836 88.022 148.3268
41.748047 87.968 148.1506
42.114258 87.922 148.0222
42.480469 87.888 147.8948
42.846680 87.864 147.7138
43.212891 87.842 147.4482
43.579102 87.813 147.1105
43.945312 87.772 146.7496
44.311523 87.720 146.4231
44.677734 87.663 146.1659
45.043945 87.607 145.9770
45.410156 87.558 145.8283
45.776367 87.515 145.6888
46.142578 87.476 145.5424
46.508789 87.438 145.3900
46.875000 87.400 145.2390
47.241211 87.364 145.0922
47.607422 87.329 144.9467
47.973633 87.295 144.7986
48.339844 87.262 144.6456
48.706055 87.231 144.4846
49.072266 87.200 144.3072
49.438477 87.168 144.1039
49.804688 87.132 143.8749
50.170898 87.089 143.6400
50.537109 87.039 143.4334
50.903320 86.985 143.2831
51.269531 86.935 143.1894
51.635742 86.892 143.1201
52.001953 86.855 143.0338
52.368164 86.820 142.9119
52.734375 86.780 142.7744
53.100586 86.737 142.6627
53.466797 86.695 142.6013
53.833008 86.662 142.5690
54.199219 86.640 142.5071
54.565430 86.624 142.3620
54.931641 86.602 142.1274
55.297852 86.566 141.8533
55.664062 86.516 141.6143
56.030273 86.459 141.4611
56.396484 86.406 141.3914
56.762695 86.364 141.3589
57.128906 86.330 141.3118
57.495117 86.299 141.2269
57.861328 86.268 141.1143
58.227539 86.235 140.9955
58.593750 86.201 140.8795
58.959961 86.169 140.7581
59.326172 86.138 140.6204
59.692383 86.104 140.4684
60.058594 86.066 140.3187
60.424805 86.027 140.1876
60.791016 85.989 140.0768
61.157227 85.953 139.9730
61.523438 85.919 139.8610
61.889648 85.884 139.7385
62.255859 85.848 139.6179
62.622070 85.810 139.5148
62.988281 85.774 139.4330
63.354492 85.742 139.3599
63.720703 85.713 139.2743
64.086914 85.685 139.1617
64.453125 85.654 139.0243
64.819336 85.618 138.8816
65.185547 85.577 138.7605
65.551758 85.534 138.6814
65.917969 85.492 138.6470
66.284180 85.456 138.6401
66.650391 85.426 138.6325
67.016602 85.399 138.6009
67.382812 85.373 138.5396
67.749023 85.345 138.4609
68.115234 85.313 138.3826
68.481445 85.280 138.3135
68.847656 85.247 138.2503
69.213867 85.213 138.1864
69.580078 85.180 138.1227
69.946289 85.146 138.0648
70.312500 85.115 138.0073
70.678711 85.087 137.9225
71.044922 85.059 137.7758
71.411133 85.021 137.5642
71.777344 84.963 137.3472
72.143555 84.886 137.2345
72.509766 84.804 137.3226
72.875977 84.742 137.6140
73.242188 84.718 137.9828
73.608398 84.732 138.2347
73.974609 84.764 138.2310
74.340820 84.783 137.9774
74.707031 84.770 137.6125
75.073242 84.725 137.3134
75.439453 84.668 137.1885
75.805664 84.621 137.2204
76.171875 84.594 137.2971
76.538086 84.584 137.3046
76.904297 84.574 137.2061
77.270508 84.553 137.0505
77.636719 84.518 136.9202
78.002930 84.479 136.8666
78.369141 84.446 136.8818
78.735352 84.423 136.9145
79.101562 84.409 136.9100
79.467773 84.398 136.8412
79.833984 84.382 136.7153
80.200195 84.359 136.5613
80.566406 84.328 136.4139
80.932617 84.292 136.3000
81.298828 84.256 136.2266
81.665039 84.225 136.1763
82.031250 84.200 136.1161
82.397461 84.177 136.0198
82.763672 84.152 135.8905
83.129883 84.120 135.7619
83.496094 84.086 135.6719
83.862305 84.055 135.6266
84.228516 84.035 135.5851
84.594727 84.021 135.4864
84.960938 84.004 135.3016
85.327148 83.973 135.0684
85.693359 83.924 134.8761
86.059570 83.864 134.8084
86.425781 83.809 134.8845
86.791992 83.772 135.0421
87.158203 83.753 135.1808
87.524414 83.744 135.2319
87.890625 83.732 135.1955
88.256836 83.711 135.1229
88.623047 83.682 135.0638
88.989258 83.650 135.0294
89.355469 83.619 134.9971
89.721680 83.586 134.9473
90.087891 83.546 134.8940
90.454102 83.499 134.8779
90.820312 83.452 134.9299
91.186523 83.412 135.0380
91.552734 83.385 135.1499
91.918945 83.367 135.2112
92.285156 83.351 135.2036
92.651367 83.331 135.1504
93.017578 83.306 135.0889
93.383789 83.279 135.0364
93.750000 83.254 134.9819
94.116211 83.229 134.9077
94.482422 83.200 134.8170
94.848633 83.165 134.7393
95.214844 83.127 134.7066
95.581055 83.093 134.7241
95.947266 83.065 134.7619
96.313477 83.045 134.7788
96.679688 83.025 134.7561
97.045898 83.000 134.7120
97.412109 82.971 134.6834
97.778320 82.941 134.6932
98.144531 82.916 134.7294
98.510742 82.897 134.7546
98.876953 82.881 134.7363
99.243164 82.862 134.6717
99.609375 82.835 134.5891
99.975586 82.801 134.5276
100.341797 82.764 134.5120
100.708008 82.729 134.5423
101.074219 82.699 134.5997
101.440430 82.674 134.6619
101.806641 82.655 134.7129
102.172852 82.638 134.7435
102.539062 82.624 134.7460
102.905273 82.609 134.7132
103.271484 82.590 134.6467
103.637695 82.563 134.5662
104.003906 82.527 134.5095
104.370117 82.485 134.5154
104.736328 82.445 134.5976
105.102539 82.414 134.7280
105.468750 82.394 134.8499
105.834961 82.379 134.9172
106.201172 82.362 134.9305
106.567383 82.337 134.9346
106.933594 82.311 134.9743
107.299805 82.293 135.0395
107.666016 82.287 135.0530
108.032227 82.285 134.9260
108.398438 82.268 134.6453
108.764648 82.218 134.3178
109.130859 82.135 134.1277
109.497070 82.042 134.2220
109.863281 81.973 134.5951
110.229492 81.955 135.0634
110.595703 81.982 135.3788
110.961914 82.026 135.3990
111.328125 82.051 135.1715
111.694336 82.043 134.8783
112.060547 82.009 134.7025
112.426758 81.973 134.7145
112.792969 81.957 134.8434
113.159180 81.965 134.9471
113.525391 81.985 134.9204
113.891602 81.998 134.7546
114.257812 81.992 134.5177
114.624023 81.967 134.2936
114.990234 81.927 134.1342
115.356445 81.879 134.0504
115.722656 81.826 134.0349
116.088867 81.771 134.0861
116.455078 81.716 134.2121
116.821289 81.667 134.4105
117.187500 81.631 134.6451
117.553711 81.612 134.8448
117.919922 81.603 134.9360
118.286133 81.591 134.8885
118.652344 81.565 134.7443
119.018555 81.520 134.5981
119.384766 81.463 134.5392
119.750977 81.411 134.5878
120.117188 81.376 134.6768
120.483398 81.355 134.7056
120.849609 81.336 134.6299
121.215820 81.303 134.5110
121.582031 81.255 134.4803
121.948242 81.206 134.6426
122.314453 81.184 134.9857
122.680664 81.205 135.3661
123.046875 81.264 135.5878
123.413086 81.339 135.5146
123.779297 81.396 135.1372
124.145508 81.407 134.5770
124.511719 81.358 134.0550
124.877930 81.256 133.8361
125.244141 81.138 134.1249
125.610352 81.063 134.9095
125.976562 81.077 135.8599
126.342773 81.172 136.4697
126.708984 81.281 136.4211
127.075195 81.322 135.8511
127.441406 81.253 135.2913
127.807617 81.115 135.3295
128.173828 81.015 136.1332
128.540039 81.046 137.1545
128.906250 81.187 137.5013
129.272461 81.308 136.7710
129.638672 81.278 135.4295
130.004883 81.064 134.5066
130.371094 80.780 134.9316
130.737305 80.633 136.6744
131.103516 80.749 138.3998
131.469727 81.010 138.6446
131.835938 81.172 137.2666
132.202148 81.067 135.4481
132.568359 80.723 134.8948
132.934570 80.395 136.7543
133.300781 80.437 140.1273
133.666992 80.914 142.1805
134.033203 81.492 141.1049
134.399414 81.795 137.4745
134.765625 81.626 133.1320
135.131836 80.976 130.3669
135.498047 80.081 131.5332
135.864258 79.518 137.4010
136.230469 79.812 144.4088
136.596680 80.705 147.7163
136.962891 81.576 146.6202
137.329102 82.093 142.9936
137.695312 82.201 138.7950
138.061523 81.985 135.4596
138.427734 81.607 133.7857
138.793945 81.258 133.7497
139.160156 81.061 134.5440
139.526367 81.003 135.2034
139.892578 80.989 135.3162
140.258789 80.938 135.0991
140.625000 80.837 134.9973
140.991211 80.730 135.2805
141.357422 80.675 135.8533
141.723633 80.690 136.3503
142.089844 80.745 136.4401
142.456055 80.778 136.0768
142.822266 80.743 135.5231
143.188477 80.639 135.1906
143.554688 80.507 135.4053
143.920898 80.420 136.1848
144.287109 80.433 137.1646
144.653320 80.541 137.8099
145.019531 80.680 137.7827
145.385742 80.775 137.1388
145.751953 80.777 136.2430
146.118164 80.690 135.5473
146.484375 80.559 135.3645
146.850586 80.448 135.7092
147.216797 80.402 136.2968
147.583008 80.419 136.7428
147.949219 80.460 136.8253
148.315430 80.476 136.5956
148.681641 80.447 136.2933
149.047852 80.384 136.1682
149.414062 80.324 136.3185
149.780273 80.301 136.6253
150.146484 80.321 136.8375
150.512695 80.361 136.7596
150.878906 80.382 136.3956
151.245117 80.359 135.9442
151.611328 80.300 135.6616
151.977539 80.241 135.6770
