* Measurement data measured by REW V5.30 beta 5
* Source: EXCL: Microphone (Realtek(R) Audio), MICROPHONE (Master Volume), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at -13.0 dBFS with no timing reference
* Dated: Dec 15, 2023 12:08:25 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Fir Audio Neon 4 R
* Measurement: R Fir Audio Neon 4
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 64.934 -3.6154
0.732422 70.016 3.7027
1.098633 76.390 4.1853
1.464844 81.854 -3.3398
1.831055 86.093 -14.2698
2.197266 89.298 -26.1484
2.563477 91.685 -37.7362
2.929688 93.440 -48.2972
3.295898 94.732 -57.3831
3.662109 95.720 -64.8365
4.028320 96.545 -70.8450
4.394531 97.296 -75.8796
4.760742 97.999 -80.4501
5.126953 98.636 -84.8456
5.493164 99.183 -89.0710
5.859375 99.638 -92.9787
6.225586 100.024 -96.4493
6.591797 100.372 -99.4961
6.958008 100.705 -102.2490
7.324219 101.023 -104.8521
7.690430 101.317 -107.3723
8.056641 101.580 -109.7897
8.422852 101.813 -112.0544
8.789062 102.025 -114.1463
9.155273 102.224 -116.0919
9.521484 102.412 -117.9364
9.887695 102.587 -119.7070
10.253906 102.748 -121.4021
10.620117 102.895 -123.0079
10.986328 103.031 -124.5212
11.352539 103.160 -125.9555
11.718750 103.282 -127.3295
12.084961 103.396 -128.6535
12.451172 103.503 -129.9277
12.817383 103.603 -131.1499
13.183594 103.696 -132.3228
13.549805 103.784 -133.4531
13.916016 103.867 -134.5448
14.282227 103.944 -135.5964
14.648438 104.016 -136.6042
15.014648 104.084 -137.5691
15.380859 104.151 -138.4986
15.747070 104.215 -139.4023
16.113281 104.276 -140.2853
16.479492 104.333 -141.1458
16.845703 104.386 -141.9784
17.211914 104.435 -142.7795
17.578125 104.483 -143.5494
17.944336 104.529 -144.2917
18.310547 104.573 -145.0103
18.676758 104.616 -145.7086
19.042969 104.658 -146.3900
19.409180 104.697 -147.0570
19.775391 104.735 -147.7101
20.141602 104.770 -148.3472
20.507812 104.803 -148.9646
20.874023 104.834 -149.5603
21.240234 104.863 -150.1356
21.606445 104.892 -150.6948
21.972656 104.921 -151.2415
22.338867 104.948 -151.7772
22.705078 104.974 -152.3009
23.071289 104.999 -152.8121
23.437500 105.024 -153.3121
23.803711 105.048 -153.8035
24.169922 105.071 -154.2881
24.536133 105.092 -154.7650
24.902344 105.112 -155.2319
25.268555 105.132 -155.6870
25.634766 105.150 -156.1304
26.000977 105.169 -156.5642
26.367188 105.186 -156.9910
26.733398 105.204 -157.4118
27.099609 105.220 -157.8261
27.465820 105.235 -158.2318
27.832031 105.249 -158.6271
28.198242 105.263 -159.0113
28.564453 105.277 -159.3860
28.930664 105.291 -159.7539
29.296875 105.305 -160.1180
29.663086 105.318 -160.4794
30.029297 105.331 -160.8365
30.395508 105.343 -161.1862
30.761719 105.354 -161.5265
31.127930 105.365 -161.8584
31.494141 105.377 -162.1863
31.860352 105.390 -162.5145
32.226562 105.401 -162.8451
32.592773 105.412 -163.1756
32.958984 105.421 -163.5016
33.325195 105.429 -163.8193
33.691406 105.437 -164.1288
34.057617 105.445 -164.4332
34.423828 105.453 -164.7363
34.790039 105.461 -165.0398
35.156250 105.468 -165.3423
35.522461 105.473 -165.6405
35.888672 105.478 -165.9312
36.254883 105.482 -166.2132
36.621094 105.487 -166.4878
36.987305 105.491 -166.7576
37.353516 105.496 -167.0251
37.719727 105.501 -167.2920
38.085938 105.505 -167.5585
38.452148 105.509 -167.8236
38.818359 105.513 -168.0856
39.184570 105.516 -168.3432
39.550781 105.518 -168.5954
39.916992 105.521 -168.8427
40.283203 105.523 -169.0862
40.649414 105.526 -169.3269
41.015625 105.528 -169.5647
41.381836 105.530 -169.7987
41.748047 105.533 -170.0282
42.114258 105.535 -170.2540
42.480469 105.538 -170.4790
42.846680 105.541 -170.7056
43.212891 105.543 -170.9344
43.579102 105.545 -171.1622
43.945312 105.545 -171.3840
44.311523 105.545 -171.5962
44.677734 105.545 -171.7993
45.043945 105.546 -171.9976
45.410156 105.548 -172.1962
45.776367 105.550 -172.3977
46.142578 105.552 -172.6013
46.508789 105.554 -172.8050
46.875000 105.556 -173.0086
47.241211 105.557 -173.2139
47.607422 105.558 -173.4223
47.973633 105.558 -173.6316
48.339844 105.557 -173.8362
48.706055 105.555 -174.0304
49.072266 105.554 -174.2139
49.438477 105.554 -174.3927
49.804688 105.556 -174.5760
50.170898 105.558 -174.7697
50.537109 105.558 -174.9716
50.903320 105.556 -175.1729
51.269531 105.553 -175.3639
51.635742 105.549 -175.5404
52.001953 105.547 -175.7055
52.368164 105.545 -175.8666
52.734375 105.544 -176.0296
53.100586 105.543 -176.1955
53.466797 105.542 -176.3610
53.833008 105.540 -176.5222
54.199219 105.539 -176.6784
54.565430 105.538 -176.8322
54.931641 105.537 -176.9876
55.297852 105.537 -177.1461
55.664062 105.537 -177.3064
56.030273 105.536 -177.4654
56.396484 105.536 -177.6225
56.762695 105.536 -177.7811
57.128906 105.538 -177.9469
57.495117 105.539 -178.1239
57.861328 105.539 -178.3102
58.227539 105.536 -178.4982
58.593750 105.532 -178.6788
58.959961 105.528 -178.8465
59.326172 105.524 -179.0024
59.692383 105.521 -179.1520
60.058594 105.519 -179.3009
60.424805 105.518 -179.4518
60.791016 105.518 -179.6045
61.157227 105.517 -179.7591
61.523438 105.517 -179.9166
61.889648 105.515 179.9232
62.255859 105.513 179.7648
62.622070 105.509 179.6165
62.988281 105.505 179.4851
63.354492 105.503 179.3685
63.720703 105.504 179.2544
64.086914 105.508 179.1262
64.453125 105.512 178.9743
64.819336 105.515 178.8026
65.185547 105.514 178.6246
65.551758 105.511 178.4533
65.917969 105.507 178.2914
66.284180 105.504 178.1311
66.650391 105.501 177.9645
67.016602 105.496 177.7928
67.382812 105.488 177.6276
67.749023 105.479 177.4819
68.115234 105.471 177.3583
68.481445 105.467 177.2446
68.847656 105.466 177.1211
69.213867 105.467 176.9749
69.580078 105.467 176.8080
69.946289 105.464 176.6342
70.312500 105.458 176.4686
70.678711 105.452 176.3169
71.044922 105.447 176.1739
71.411133 105.444 176.0303
71.777344 105.440 175.8816
72.143555 105.436 175.7311
72.509766 105.431 175.5856
72.875977 105.425 175.4489
73.242188 105.421 175.3183
73.608398 105.417 175.1874
73.974609 105.414 175.0521
74.340820 105.410 174.9139
74.707031 105.406 174.7780
75.073242 105.401 174.6485
75.439453 105.397 174.5237
75.805664 105.393 174.3977
76.171875 105.390 174.2657
76.538086 105.386 174.1285
76.904297 105.381 173.9922
77.270508 105.375 173.8635
77.636719 105.370 173.7421
78.002930 105.367 173.6202
78.369141 105.364 173.4878
78.735352 105.361 173.3419
79.101562 105.356 173.1910
79.467773 105.349 173.0497
79.833984 105.342 172.9268
80.200195 105.337 172.8162
80.566406 105.337 172.6987
80.932617 105.339 172.5547
81.298828 105.341 172.3785
81.665039 105.338 172.1830
82.031250 105.331 171.9900
82.397461 105.322 171.8140
82.763672 105.314 171.6532
83.129883 105.308 171.4929
83.496094 105.302 171.3199
83.862305 105.294 171.1346
84.228516 105.283 170.9504
84.594727 105.270 170.7828
84.960938 105.256 170.6368
85.327148 105.244 170.5040
85.693359 105.234 170.3710
86.059570 105.224 170.2311
86.425781 105.212 170.0890
86.791992 105.199 169.9554
87.158203 105.185 169.8369
87.524414 105.172 169.7308
87.890625 105.161 169.6279
88.256836 105.151 169.5211
88.623047 105.140 169.4106
88.989258 105.129 169.3026
89.355469 105.118 169.2017
89.721680 105.107 169.1066
90.087891 105.098 169.0099
90.454102 105.090 168.9043
90.820312 105.082 168.7883
91.186523 105.072 168.6672
91.552734 105.060 168.5493
91.918945 105.048 168.4401
92.285156 105.037 168.3393
92.651367 105.027 168.2411
93.017578 105.019 168.1389
93.383789 105.010 168.0292
93.750000 105.001 167.9142
94.116211 104.991 167.7998
94.482422 104.980 167.6923
94.848633 104.970 167.5939
95.214844 104.961 167.5012
95.581055 104.953 167.4070
95.947266 104.945 167.3051
96.313477 104.938 167.1950
96.679688 104.928 167.0823
97.045898 104.917 166.9752
97.412109 104.906 166.8780
97.778320 104.896 166.7883
98.144531 104.887 166.6984
98.510742 104.879 166.6009
98.876953 104.870 166.4946
99.243164 104.860 166.3845
99.609375 104.849 166.2776
99.975586 104.837 166.1775
100.341797 104.826 166.0824
100.708008 104.815 165.9879
101.074219 104.805 165.8919
101.440430 104.794 165.7963
101.806641 104.783 165.7047
102.172852 104.773 165.6178
102.539062 104.764 165.5325
102.905273 104.755 165.4446
103.271484 104.746 165.3535
103.637695 104.737 165.2636
104.003906 104.726 165.1818
104.370117 104.717 165.1108
104.736328 104.709 165.0459
105.102539 104.703 164.9773
105.468750 104.698 164.8960
105.834961 104.693 164.7996
106.201172 104.685 164.6931
106.567383 104.675 164.5854
106.933594 104.664 164.4840
107.299805 104.651 164.3921
107.666016 104.639 164.3074
108.032227 104.628 164.2245
108.398438 104.618 164.1377
108.764648 104.609 164.0435
109.130859 104.598 163.9435
109.497070 104.588 163.8426
109.863281 104.578 163.7454
110.229492 104.569 163.6506
110.595703 104.562 163.5508
110.961914 104.556 163.4373
111.328125 104.550 163.3080
111.694336 104.543 163.1712
112.060547 104.533 163.0399
112.426758 104.523 162.9213
112.792969 104.513 162.8118
113.159180 104.504 162.7017
113.525391 104.495 162.5869
113.891602 104.484 162.4748
114.257812 104.471 162.3763
114.624023 104.458 162.2917
114.990234 104.446 162.2056
115.356445 104.433 162.1003
115.722656 104.416 161.9782
116.088867 104.390 161.8684
116.455078 104.359 161.8063
116.821289 104.331 161.7975
117.187500 104.309 161.8009
117.553711 104.292 161.7549
117.919922 104.270 161.6360
118.286133 104.230 161.4981
118.652344 104.172 161.4539
119.018555 104.112 161.5975
119.384766 104.074 161.9186
119.750977 104.075 162.2778
120.117188 104.113 162.4819
120.483398 104.165 162.4095
120.849609 104.200 162.0862
121.215820 104.202 161.6564
121.582031 104.174 161.2879
121.948242 104.134 161.0744
122.314453 104.102 160.9964
122.680664 104.087 160.9596
123.046875 104.084 160.8778
123.413086 104.081 160.7322
123.779297 104.072 160.5670
124.145508 104.056 160.4392
124.511719 104.042 160.3706
124.877930 104.034 160.3364
125.244141 104.034 160.2930
125.610352 104.036 160.2142
125.976562 104.035 160.1066
126.342773 104.028 159.9975
126.708984 104.017 159.9122
127.075195 104.004 159.8604
127.441406 103.991 159.8360
127.807617 103.981 159.8259
128.173828 103.974 159.8145
128.540039 103.968 159.7862
128.906250 103.962 159.7290
129.272461 103.952 159.6435
129.638672 103.935 159.5485
130.004883 103.911 159.4760
130.371094 103.885 159.4503
130.737305 103.864 159.4672
131.103516 103.851 159.4893
131.469727 103.845 159.4686
131.835938 103.840 159.3801
132.202148 103.828 159.2416
132.568359 103.808 159.0999
132.934570 103.784 158.9941
133.300781 103.763 158.9232
133.666992 103.748 158.8487
134.033203 103.735 158.7314
134.399414 103.717 158.5735
134.765625 103.689 158.4259
135.131836 103.655 158.3522
135.498047 103.626 158.3730
135.864258 103.612 158.4392
136.230469 103.613 158.4624
136.596680 103.618 158.3845
136.962891 103.613 158.2283
137.329102 103.591 158.0853
137.695312 103.560 158.0480
138.061523 103.535 158.1372
138.427734 103.529 158.2803
138.793945 103.542 158.3640
139.160156 103.559 158.3208
139.526367 103.565 158.1773
139.892578 103.552 158.0280
140.258789 103.527 157.9612
140.625000 103.504 157.9958
140.991211 103.493 158.0740
141.357422 103.493 158.1147
141.723633 103.494 158.0793
142.089844 103.486 157.9953
142.456055 103.469 157.9235
142.822266 103.450 157.9012
143.188477 103.434 157.9116
143.554688 103.426 157.9022
143.920898 103.419 157.8349
144.287109 103.404 157.7234
144.653320 103.378 157.6265
145.019531 103.346 157.6038
145.385742 103.319 157.6670
145.751953 103.307 157.7669
146.118164 103.310 157.8250
146.484375 103.319 157.7877
146.850586 103.322 157.6624
147.216797 103.313 157.5086
147.583008 103.293 157.3968
147.949219 103.271 157.3618
148.315430 103.257 157.3840
