* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 01-Oct-2023 14:24:46
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HEDDPhone Two L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	64.405
20.299999	64.527
20.600000	64.652
20.900000	64.777
21.200001	64.900
21.400000	64.983
21.799999	65.158
22.000000	65.250
22.400000	65.432
22.700001	65.550
23.000000	65.640
23.299999	65.692
23.600000	65.708
24.000000	65.695
24.299999	65.676
24.700001	65.660
25.000000	65.657
25.400000	65.654
25.799999	65.636
26.200001	65.594
26.500000	65.553
26.900000	65.503
27.200001	65.480
27.600000	65.471
28.000000	65.478
28.500000	65.487
29.000000	65.478
29.500000	65.457
30.000000	65.439
30.400000	65.430
30.700001	65.426
31.100000	65.418
31.500000	65.405
32.000000	65.383
32.500000	65.363
33.000000	65.359
33.500000	65.380
34.000000	65.436
34.500000	65.525
35.000000	65.639
35.500000	65.767
36.000000	65.898
36.500000	66.025
37.000000	66.145
37.500000	66.261
38.200001	66.421
38.700001	66.534
39.500000	66.701
40.000000	66.789
40.599998	66.878
41.200001	66.964
41.799999	67.058
42.500000	67.184
43.099998	67.298
43.700001	67.410
44.400002	67.533
45.000000	67.631
45.500000	67.706
46.200001	67.804
46.799999	67.882
47.500000	67.970
48.200001	68.055
48.700001	68.112
49.400002	68.187
50.000000	68.247
50.799999	68.322
51.500000	68.382
52.200001	68.433
53.000000	68.479
53.799999	68.515
54.500000	68.540
55.200001	68.558
56.000000	68.570
57.000000	68.574
58.000000	68.574
59.000000	68.580
60.000000	68.596
60.799999	68.611
61.500000	68.621
62.200001	68.624
63.000000	68.620
64.000000	68.608
65.000000	68.596
66.000000	68.585
67.000000	68.572
68.000000	68.556
69.000000	68.535
70.000000	68.510
71.000000	68.485
72.000000	68.462
73.000000	68.441
74.000000	68.421
75.000000	68.401
76.199997	68.377
77.500000	68.351
78.800003	68.324
80.000000	68.299
81.199997	68.273
82.500000	68.246
83.800003	68.224
85.000000	68.212
86.199997	68.205
87.500000	68.198
88.500000	68.191
90.000000	68.180
91.199997	68.173
92.500000	68.168
93.800003	68.166
95.000000	68.166
96.199997	68.166
97.500000	68.165
98.800003	68.162
100.000000	68.158
101.500000	68.153
103.000000	68.152
104.400002	68.155
106.000000	68.160
107.500000	68.164
109.000000	68.165
110.599998	68.165
112.000000	68.166
113.800003	68.168
115.000000	68.171
117.199997	68.176
118.000000	68.178
120.599998	68.184
122.000000	68.189
124.099998	68.202
125.000000	68.210
126.500000	68.225
128.000000	68.240
131.500000	68.276
132.000000	68.282
134.000000	68.306
136.000000	68.334
138.000000	68.363
140.000000	68.393
143.000000	68.438
145.000000	68.467
147.500000	68.499
150.000000	68.526
152.500000	68.551
155.000000	68.574
157.500000	68.591
160.000000	68.603
162.500000	68.612
165.000000	68.620
167.500000	68.627
170.000000	68.635
172.500000	68.646
175.000000	68.655
177.500000	68.661
180.000000	68.662
182.500000	68.659
185.000000	68.657
187.500000	68.659
190.000000	68.666
192.500000	68.677
195.000000	68.685
197.500000	68.689
200.000000	68.687
203.000000	68.681
206.000000	68.676
209.000000	68.674
212.000000	68.676
214.000000	68.677
218.000000	68.680
220.000000	68.682
224.000000	68.688
227.000000	68.695
230.000000	68.702
233.000000	68.706
236.000000	68.709
240.000000	68.716
243.000000	68.725
247.000000	68.740
250.000000	68.752
254.000000	68.767
258.000000	68.780
262.000000	68.791
265.000000	68.799
269.000000	68.810
272.000000	68.820
276.000000	68.836
280.000000	68.857
285.000000	68.892
290.000000	68.934
295.000000	68.970
300.000000	68.986
304.000000	68.981
307.000000	68.967
311.000000	68.940
315.000000	68.902
320.000000	68.844
325.000000	68.778
330.000000	68.712
335.000000	68.646
340.000000	68.570
345.000000	68.480
350.000000	68.379
355.000000	68.284
360.000000	68.208
365.000000	68.160
370.000000	68.135
375.000000	68.127
382.000000	68.125
387.000000	68.125
395.000000	68.145
400.000000	68.184
406.000000	68.254
412.000000	68.327
418.000000	68.381
425.000000	68.417
431.000000	68.438
437.000000	68.462
444.000000	68.490
450.000000	68.508
455.000000	68.516
462.000000	68.523
468.000000	68.534
475.000000	68.563
482.000000	68.601
487.000000	68.623
494.000000	68.630
500.000000	68.612
508.000000	68.567
515.000000	68.537
522.000000	68.541
530.000000	68.602
538.000000	68.715
545.000000	68.829
552.000000	68.924
560.000000	68.982
570.000000	68.978
580.000000	68.949
590.000000	68.967
600.000000	69.050
608.000000	69.135
615.000000	69.200
622.000000	69.249
630.000000	69.288
640.000000	69.335
650.000000	69.399
660.000000	69.480
670.000000	69.560
680.000000	69.619
690.000000	69.655
700.000000	69.675
710.000000	69.690
720.000000	69.710
730.000000	69.738
740.000000	69.768
750.000000	69.784
762.000000	69.759
775.000000	69.636
788.000000	69.357
800.000000	68.903
812.000000	68.223
825.000000	67.242
838.000000	66.107
850.000000	65.070
862.000000	64.137
875.000000	63.283
885.000000	62.889
900.000000	63.309
912.000000	64.538
925.000000	66.096
938.000000	67.402
950.000000	68.285
962.000000	68.897
975.000000	69.334
988.000000	69.603
1000.000000	69.746
1015.000000	69.823
1030.000000	69.837
1044.000000	69.834
1060.000000	69.840
1075.000000	69.844
1090.000000	69.825
1106.000000	69.778
1120.000000	69.732
1138.000000	69.672
1150.000000	69.623
1172.000000	69.477
1180.000000	69.404
1206.000000	69.142
1220.000000	69.022
1241.000000	68.902
1250.000000	68.874
1265.000000	68.858
1280.000000	68.880
1315.000000	69.033
1320.000000	69.057
1340.000000	69.141
1360.000000	69.188
1380.000000	69.205
1400.000000	69.211
1430.000000	69.213
1450.000000	69.212
1475.000000	69.249
1500.000000	69.396
1525.000000	69.654
1550.000000	69.930
1575.000000	70.120
1600.000000	70.191
1625.000000	70.182
1650.000000	70.146
1675.000000	70.095
1700.000000	70.011
1725.000000	69.894
1750.000000	69.778
1775.000000	69.694
1800.000000	69.644
1825.000000	69.607
1850.000000	69.564
1875.000000	69.508
1900.000000	69.435
1925.000000	69.339
1950.000000	69.222
1975.000000	69.095
2000.000000	68.976
2030.000000	68.883
2060.000000	68.874
2090.000000	68.952
2120.000000	69.094
2140.000000	69.214
2180.000000	69.488
2200.000000	69.634
2240.000000	69.941
2270.000000	70.169
2300.000000	70.348
2330.000000	70.455
2360.000000	70.546
2400.000000	70.706
2430.000000	70.846
2470.000000	71.040
2500.000000	71.175
2540.000000	71.313
2580.000000	71.397
2620.000000	71.449
2650.000000	71.475
2690.000000	71.480
2720.000000	71.450
2760.000000	71.368
2800.000000	71.311
2850.000000	71.518
2900.000000	72.273
2950.000000	73.464
3000.000000	74.732
3040.000000	75.593
3070.000000	76.080
3110.000000	76.474
3150.000000	76.573
3200.000000	76.364
3250.000000	75.945
3300.000000	75.462
3350.000000	74.944
3400.000000	74.329
3450.000000	73.581
3500.000000	72.802
3550.000000	72.193
3600.000000	71.871
3650.000000	71.769
3700.000000	71.743
3750.000000	71.685
3820.000000	71.476
3870.000000	71.284
3950.000000	71.066
4000.000000	70.989
4060.000000	70.916
4120.000000	70.873
4180.000000	70.901
4250.000000	71.037
4310.000000	71.198
4370.000000	71.372
4440.000000	71.638
4500.000000	71.981
4550.000000	72.333
4620.000000	72.819
4680.000000	73.155
4750.000000	73.451
4820.000000	73.657
4870.000000	73.715
4940.000000	73.586
5000.000000	73.245
5080.000000	72.536
5150.000000	71.862
5220.000000	71.332
5300.000000	71.033
5380.000000	71.016
5450.000000	71.066
5520.000000	71.017
5600.000000	70.747
5700.000000	70.173
5800.000000	69.564
5900.000000	68.946
6000.000000	68.216
6080.000000	67.592
6150.000000	67.098
6220.000000	66.697
6300.000000	66.367
6400.000000	66.111
6500.000000	65.880
6600.000000	65.414
6700.000000	64.540
6800.000000	63.311
6900.000000	62.056
7000.000000	61.278
7100.000000	61.151
7200.000000	61.358
7300.000000	61.618
7400.000000	61.883
7500.000000	62.183
7620.000000	62.533
7750.000000	62.743
7880.000000	62.715
8000.000000	62.555
8120.000000	62.344
8250.000000	62.051
8380.000000	61.645
8500.000000	61.180
8620.000000	60.677
8750.000000	60.092
8850.000000	59.574
9000.000000	58.694
9120.000000	58.080
9250.000000	57.752
9380.000000	57.772
9500.000000	57.884
9620.000000	57.923
9750.000000	57.878
9880.000000	57.842
10000.000000	57.853
10150.000000	57.853
10300.000000	57.755
10440.000000	57.584
10600.000000	57.373
10750.000000	57.223
10900.000000	57.157
11060.000000	57.191
11200.000000	57.310
11380.000000	57.594
11500.000000	57.881
11720.000000	58.724
11800.000000	59.172
12060.000000	61.141
12200.000000	62.335
12410.000000	63.867
12500.000000	64.334
12650.000000	64.788
12800.000000	64.814
13150.000000	63.496
13200.000000	63.208
13400.000000	62.004
13600.000000	60.878
13800.000000	59.860
14000.000000	58.795
14300.000000	56.979
14500.000000	56.087
14750.000000	56.048
15000.000000	56.803
15250.000000	57.764
15500.000000	58.968
15750.000000	60.496
16000.000000	62.009
16250.000000	63.077
16500.000000	63.571
16750.000000	63.657
17000.000000	63.609
17250.000000	63.598
17500.000000	63.625
17750.000000	63.603
18000.000000	63.459
18250.000000	63.162
18500.000000	62.694
18750.000000	62.049
19000.000000	61.291
19250.000000	60.593
19500.000000	60.114
19750.000000	59.865
