* Measurement data measured by REW V5.20.3
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 17-Nov-2023 18:11:20
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Caldera UPF mantle L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	63.433
20.299999	63.570
20.600000	63.703
20.900000	63.831
21.200001	63.956
21.400000	64.036
21.799999	64.192
22.000000	64.268
22.400000	64.417
22.700001	64.528
23.000000	64.640
23.299999	64.754
23.600000	64.868
24.000000	65.022
24.299999	65.139
24.700001	65.293
25.000000	65.406
25.400000	65.555
25.799999	65.701
26.200001	65.845
26.500000	65.951
26.900000	66.092
27.200001	66.197
27.600000	66.336
28.000000	66.472
28.500000	66.640
29.000000	66.802
29.500000	66.961
30.000000	67.116
30.400000	67.238
30.700001	67.328
31.100000	67.447
31.500000	67.562
32.000000	67.703
32.500000	67.839
33.000000	67.974
33.500000	68.108
34.000000	68.241
34.500000	68.370
35.000000	68.495
35.500000	68.613
36.000000	68.726
36.500000	68.834
37.000000	68.939
37.500000	69.042
38.200001	69.184
38.700001	69.283
39.500000	69.439
40.000000	69.534
40.599998	69.646
41.200001	69.754
41.799999	69.858
42.500000	69.974
43.099998	70.071
43.700001	70.165
44.400002	70.274
45.000000	70.367
45.500000	70.445
46.200001	70.554
46.799999	70.647
47.500000	70.755
48.200001	70.861
48.700001	70.936
49.400002	71.037
50.000000	71.121
50.799999	71.230
51.500000	71.321
52.200001	71.410
53.000000	71.507
53.799999	71.600
54.500000	71.678
55.200001	71.753
56.000000	71.835
57.000000	71.933
58.000000	72.025
59.000000	72.112
60.000000	72.197
60.799999	72.264
61.500000	72.322
62.200001	72.379
63.000000	72.445
64.000000	72.524
65.000000	72.601
66.000000	72.673
67.000000	72.743
68.000000	72.808
69.000000	72.870
70.000000	72.928
71.000000	72.982
72.000000	73.032
73.000000	73.078
74.000000	73.120
75.000000	73.160
76.199997	73.203
77.500000	73.247
78.800003	73.287
80.000000	73.322
81.199997	73.355
82.500000	73.388
83.800003	73.420
85.000000	73.446
86.199997	73.469
87.500000	73.492
88.500000	73.507
90.000000	73.527
91.199997	73.541
92.500000	73.554
93.800003	73.565
95.000000	73.573
96.199997	73.580
97.500000	73.587
98.800003	73.592
100.000000	73.596
101.500000	73.602
103.000000	73.609
104.400002	73.615
106.000000	73.622
107.500000	73.630
109.000000	73.639
110.599998	73.648
112.000000	73.656
113.800003	73.663
115.000000	73.667
117.199997	73.670
118.000000	73.670
120.599998	73.669
122.000000	73.667
