* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 20-Jul-2023 11:01:12
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Zeus Elite L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	74.720
20.299999	74.741
20.600000	74.766
20.900000	74.793
21.200001	74.823
21.400000	74.845
21.799999	74.890
22.000000	74.914
22.400000	74.963
22.700001	75.000
23.000000	75.035
23.299999	75.066
23.600000	75.093
24.000000	75.121
24.299999	75.137
24.700001	75.152
25.000000	75.161
25.400000	75.170
25.799999	75.178
26.200001	75.182
26.500000	75.183
26.900000	75.180
27.200001	75.172
27.600000	75.156
28.000000	75.133
28.500000	75.101
29.000000	75.074
29.500000	75.061
30.000000	75.067
30.400000	75.083
30.700001	75.099
31.100000	75.124
31.500000	75.149
32.000000	75.176
32.500000	75.197
33.000000	75.211
33.500000	75.221
34.000000	75.227
34.500000	75.233
35.000000	75.240
35.500000	75.249
36.000000	75.263
36.500000	75.281
37.000000	75.300
37.500000	75.319
38.200001	75.341
38.700001	75.352
39.500000	75.359
40.000000	75.360
40.599998	75.357
41.200001	75.350
41.799999	75.340
42.500000	75.323
43.099998	75.306
43.700001	75.290
44.400002	75.271
45.000000	75.255
45.500000	75.242
46.200001	75.224
46.799999	75.208
47.500000	75.190
48.200001	75.172
48.700001	75.160
49.400002	75.145
50.000000	75.133
50.799999	75.116
51.500000	75.102
52.200001	75.089
53.000000	75.076
53.799999	75.066
54.500000	75.059
55.200001	75.056
56.000000	75.054
57.000000	75.055
58.000000	75.057
59.000000	75.061
60.000000	75.069
60.799999	75.077
61.500000	75.085
62.200001	75.095
63.000000	75.108
64.000000	75.126
65.000000	75.145
66.000000	75.165
67.000000	75.185
68.000000	75.206
69.000000	75.229
70.000000	75.255
71.000000	75.283
72.000000	75.313
73.000000	75.345
74.000000	75.379
75.000000	75.415
76.199997	75.460
77.500000	75.509
78.800003	75.557
80.000000	75.600
81.199997	75.641
82.500000	75.684
83.800003	75.728
85.000000	75.768
86.199997	75.808
87.500000	75.849
88.500000	75.878
90.000000	75.919
91.199997	75.948
92.500000	75.976
93.800003	76.001
95.000000	76.021
96.199997	76.040
97.500000	76.057
98.800003	76.072
100.000000	76.084
101.500000	76.097
103.000000	76.106
104.400002	76.113
106.000000	76.118
107.500000	76.121
109.000000	76.122
110.599998	76.120
112.000000	76.116
113.800003	76.107
115.000000	76.100
117.199997	76.082
118.000000	76.074
120.599998	76.047
122.000000	76.032
124.099998	76.009
125.000000	75.999
126.500000	75.983
128.000000	75.967
131.500000	75.932
132.000000	75.927
134.000000	75.909
136.000000	75.893
138.000000	75.878
140.000000	75.864
143.000000	75.845
145.000000	75.833
147.500000	75.817
150.000000	75.800
152.500000	75.782
155.000000	75.763
157.500000	75.744
160.000000	75.725
162.500000	75.707
165.000000	75.692
167.500000	75.681
170.000000	75.673
172.500000	75.669
175.000000	75.666
177.500000	75.664
180.000000	75.661
182.500000	75.656
185.000000	75.648
187.500000	75.637
190.000000	75.623
192.500000	75.605
195.000000	75.584
197.500000	75.560
200.000000	75.532
203.000000	75.495
206.000000	75.456
209.000000	75.416
212.000000	75.376
214.000000	75.352
218.000000	75.308
220.000000	75.291
224.000000	75.264
227.000000	75.251
230.000000	75.243
233.000000	75.240
236.000000	75.240
240.000000	75.241
243.000000	75.242
247.000000	75.240
250.000000	75.237
254.000000	75.229
258.000000	75.218
262.000000	75.204
265.000000	75.193
269.000000	75.177
272.000000	75.166
276.000000	75.154
280.000000	75.144
285.000000	75.139
290.000000	75.139
295.000000	75.145
300.000000	75.154
304.000000	75.163
307.000000	75.169
311.000000	75.177
315.000000	75.181
320.000000	75.183
325.000000	75.180
330.000000	75.172
335.000000	75.159
340.000000	75.143
345.000000	75.123
350.000000	75.102
355.000000	75.080
360.000000	75.056
365.000000	75.030
370.000000	75.003
375.000000	74.973
382.000000	74.927
387.000000	74.891
395.000000	74.831
400.000000	74.792
406.000000	74.745
412.000000	74.697
418.000000	74.649
425.000000	74.593
431.000000	74.544
437.000000	74.494
444.000000	74.434
450.000000	74.381
455.000000	74.336
462.000000	74.272
468.000000	74.217
475.000000	74.152
482.000000	74.088
487.000000	74.043
494.000000	73.980
500.000000	73.925
508.000000	73.852
515.000000	73.788
522.000000	73.725
530.000000	73.658
538.000000	73.601
545.000000	73.560
552.000000	73.527
560.000000	73.498
570.000000	73.467
580.000000	73.439
590.000000	73.412
600.000000	73.386
608.000000	73.366
615.000000	73.349
622.000000	73.332
630.000000	73.312
640.000000	73.287
650.000000	73.261
660.000000	73.236
670.000000	73.211
680.000000	73.188
690.000000	73.168
700.000000	73.149
710.000000	73.133
720.000000	73.119
730.000000	73.107
740.000000	73.095
750.000000	73.083
762.000000	73.069
775.000000	73.053
788.000000	73.038
800.000000	73.023
812.000000	73.008
825.000000	72.990
838.000000	72.970
850.000000	72.951
862.000000	72.930
875.000000	72.908
885.000000	72.890
900.000000	72.866
912.000000	72.848
925.000000	72.829
938.000000	72.809
950.000000	72.790
962.000000	72.768
975.000000	72.744
988.000000	72.719
1000.000000	72.699
1015.000000	72.681
1030.000000	72.668
1044.000000	72.659
1060.000000	72.654
1075.000000	72.653
1090.000000	72.657
1106.000000	72.665
1120.000000	72.676
1138.000000	72.694
1150.000000	72.707
1172.000000	72.729
1180.000000	72.737
1206.000000	72.759
1220.000000	72.768
1241.000000	72.779
1250.000000	72.782
1265.000000	72.787
1280.000000	72.791
1315.000000	72.805
1320.000000	72.808
1340.000000	72.824
1360.000000	72.845
1380.000000	72.872
1400.000000	72.904
1430.000000	72.962
1450.000000	73.005
1475.000000	73.061
1500.000000	73.115
1525.000000	73.166
1550.000000	73.214
1575.000000	73.260
1600.000000	73.308
1625.000000	73.360
1650.000000	73.418
1675.000000	73.482
1700.000000	73.555
1725.000000	73.636
1750.000000	73.728
1775.000000	73.833
1800.000000	73.952
1825.000000	74.086
1850.000000	74.233
1875.000000	74.391
1900.000000	74.559
1925.000000	74.737
1950.000000	74.925
1975.000000	75.123
2000.000000	75.332
2030.000000	75.600
2060.000000	75.887
2090.000000	76.190
2120.000000	76.507
2140.000000	76.725
2180.000000	77.172
2200.000000	77.397
2240.000000	77.845
2270.000000	78.161
2300.000000	78.429
2330.000000	78.639
2360.000000	78.818
2400.000000	79.030
2430.000000	79.163
2470.000000	79.314
2500.000000	79.418
2540.000000	79.548
2580.000000	79.646
2620.000000	79.693
2650.000000	79.692
2690.000000	79.649
2720.000000	79.590
2760.000000	79.482
2800.000000	79.375
2850.000000	79.362
2900.000000	79.630
2950.000000	80.164
3000.000000	80.772
3040.000000	81.188
3070.000000	81.430
3110.000000	81.661
3150.000000	81.817
3200.000000	81.961
3250.000000	82.084
3300.000000	82.174
3350.000000	82.193
3400.000000	82.109
3450.000000	81.910
3500.000000	81.612
3550.000000	81.250
3600.000000	80.874
3650.000000	80.533
3700.000000	80.263
3750.000000	80.067
3820.000000	79.869
3870.000000	79.743
3950.000000	79.552
4000.000000	79.449
4060.000000	79.343
4120.000000	79.254
4180.000000	79.185
4250.000000	79.141
4310.000000	79.135
4370.000000	79.149
4440.000000	79.171
4500.000000	79.170
4550.000000	79.139
4620.000000	79.022
4680.000000	78.836
4750.000000	78.507
4820.000000	78.057
4870.000000	77.670
4940.000000	77.063
5000.000000	76.516
5080.000000	75.820
5150.000000	75.329
5220.000000	75.033
5300.000000	75.018
5380.000000	75.368
5450.000000	75.925
5520.000000	76.648
5600.000000	77.560
5700.000000	78.627
5800.000000	79.518
5900.000000	80.221
6000.000000	80.759
6080.000000	81.090
6150.000000	81.321
6220.000000	81.505
6300.000000	81.660
6400.000000	81.766
6500.000000	81.753
6600.000000	81.599
6700.000000	81.290
6800.000000	80.833
6900.000000	80.260
7000.000000	79.627
7100.000000	79.004
7200.000000	78.472
7300.000000	78.104
7400.000000	77.941
7500.000000	77.973
7620.000000	78.180
7750.000000	78.454
7880.000000	78.632
8000.000000	78.643
8120.000000	78.483
8250.000000	78.120
8380.000000	77.573
8500.000000	76.924
8620.000000	76.157
8750.000000	75.227
8850.000000	74.474
9000.000000	73.379
9120.000000	72.649
9250.000000	72.126
9380.000000	71.919
9500.000000	71.945
9620.000000	72.075
9750.000000	72.221
9880.000000	72.294
10000.000000	72.264
10150.000000	72.086
10300.000000	71.772
10440.000000	71.380
10600.000000	70.835
10750.000000	70.242
10900.000000	69.582
11060.000000	68.841
11200.000000	68.221
11380.000000	67.595
11500.000000	67.377
11720.000000	67.571
11800.000000	67.838
12060.000000	69.192
12200.000000	70.023
12410.000000	71.110
12500.000000	71.469
12650.000000	71.893
12800.000000	72.090
13150.000000	71.791
13200.000000	71.684
13400.000000	71.169
13600.000000	70.595
13800.000000	70.019
14000.000000	69.438
14300.000000	68.474
14500.000000	67.739
14750.000000	66.773
15000.000000	65.950
15250.000000	65.579
15500.000000	65.857
15750.000000	66.611
16000.000000	67.424
16250.000000	67.961
16500.000000	68.069
16750.000000	67.730
17000.000000	66.998
17250.000000	65.955
17500.000000	64.687
17750.000000	63.280
18000.000000	61.821
18250.000000	60.410
18500.000000	59.176
18750.000000	58.265
19000.000000	57.783
19250.000000	57.721
19500.000000	57.927
19750.000000	58.193
