* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: 16-Jul-2023 20:22:39
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: G+M ANC on 3.5 mm L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	74.403
20.299999	74.329
20.600000	74.323
20.900000	74.330
21.200001	74.329
21.400000	74.326
21.799999	74.316
22.000000	74.308
22.400000	74.294
22.700001	74.285
23.000000	74.277
23.299999	74.271
23.600000	74.267
24.000000	74.262
24.299999	74.258
24.700001	74.250
25.000000	74.243
25.400000	74.232
25.799999	74.217
26.200001	74.196
26.500000	74.177
26.900000	74.145
27.200001	74.118
27.600000	74.084
28.000000	74.057
28.500000	74.035
29.000000	74.018
29.500000	73.994
30.000000	73.952
30.400000	73.900
30.700001	73.853
31.100000	73.785
31.500000	73.721
32.000000	73.653
32.500000	73.600
33.000000	73.558
33.500000	73.525
34.000000	73.495
34.500000	73.464
35.000000	73.426
35.500000	73.376
36.000000	73.309
36.500000	73.226
37.000000	73.134
37.500000	73.039
38.200001	72.911
38.700001	72.823
39.500000	72.687
40.000000	72.603
40.599998	72.504
41.200001	72.410
41.799999	72.322
42.500000	72.227
43.099998	72.149
43.700001	72.071
44.400002	71.981
45.000000	71.903
45.500000	71.839
46.200001	71.751
46.799999	71.677
47.500000	71.595
48.200001	71.519
48.700001	71.468
49.400002	71.404
50.000000	71.355
50.799999	71.295
51.500000	71.244
52.200001	71.189
53.000000	71.121
53.799999	71.048
54.500000	70.984
55.200001	70.922
56.000000	70.858
57.000000	70.788
58.000000	70.724
59.000000	70.660
60.000000	70.596
60.799999	70.546
61.500000	70.507
62.200001	70.475
63.000000	70.453
64.000000	70.447
65.000000	70.458
66.000000	70.477
67.000000	70.497
68.000000	70.511
69.000000	70.515
70.000000	70.508
71.000000	70.490
72.000000	70.463
73.000000	70.430
74.000000	70.394
75.000000	70.357
76.199997	70.313
77.500000	70.269
78.800003	70.230
80.000000	70.201
81.199997	70.179
82.500000	70.165
83.800003	70.161
85.000000	70.168
86.199997	70.188
87.500000	70.221
88.500000	70.256
90.000000	70.321
91.199997	70.384
92.500000	70.459
93.800003	70.539
95.000000	70.616
96.199997	70.692
97.500000	70.772
98.800003	70.845
100.000000	70.903
101.500000	70.963
103.000000	71.008
104.400002	71.039
106.000000	71.060
107.500000	71.067
109.000000	71.061
110.599998	71.041
112.000000	71.015
113.800003	70.968
115.000000	70.931
117.199997	70.856
118.000000	70.828
120.599998	70.741
122.000000	70.695
124.099998	70.628
125.000000	70.600
126.500000	70.551
128.000000	70.501
131.500000	70.386
132.000000	70.370
134.000000	70.308
136.000000	70.250
138.000000	70.195
140.000000	70.145
143.000000	70.077
145.000000	70.034
147.500000	69.982
150.000000	69.929
152.500000	69.878
155.000000	69.828
157.500000	69.782
160.000000	69.740
162.500000	69.702
165.000000	69.666
167.500000	69.633
170.000000	69.600
172.500000	69.568
175.000000	69.536
177.500000	69.506
180.000000	69.478
182.500000	69.453
185.000000	69.431
187.500000	69.411
190.000000	69.391
192.500000	69.371
195.000000	69.352
197.500000	69.334
200.000000	69.319
203.000000	69.305
206.000000	69.296
209.000000	69.289
212.000000	69.285
214.000000	69.283
218.000000	69.283
220.000000	69.284
224.000000	69.289
227.000000	69.293
230.000000	69.297
233.000000	69.302
236.000000	69.307
240.000000	69.315
243.000000	69.323
247.000000	69.337
250.000000	69.351
254.000000	69.374
258.000000	69.401
262.000000	69.431
265.000000	69.455
269.000000	69.488
272.000000	69.513
276.000000	69.545
280.000000	69.574
285.000000	69.607
290.000000	69.638
295.000000	69.670
300.000000	69.708
304.000000	69.745
307.000000	69.775
311.000000	69.818
315.000000	69.861
320.000000	69.914
325.000000	69.968
330.000000	70.023
335.000000	70.080
340.000000	70.141
345.000000	70.203
350.000000	70.265
355.000000	70.327
360.000000	70.391
365.000000	70.454
370.000000	70.517
375.000000	70.577
382.000000	70.657
387.000000	70.714
395.000000	70.809
400.000000	70.873
406.000000	70.955
412.000000	71.041
418.000000	71.131
425.000000	71.238
431.000000	71.331
437.000000	71.425
444.000000	71.536
450.000000	71.630
455.000000	71.709
462.000000	71.818
468.000000	71.912
475.000000	72.021
482.000000	72.129
487.000000	72.203
494.000000	72.304
500.000000	72.384
508.000000	72.483
515.000000	72.563
522.000000	72.640
530.000000	72.728
538.000000	72.816
545.000000	72.893
552.000000	72.966
560.000000	73.043
570.000000	73.131
580.000000	73.215
590.000000	73.302
600.000000	73.401
608.000000	73.488
615.000000	73.567
622.000000	73.644
630.000000	73.724
640.000000	73.807
650.000000	73.876
660.000000	73.935
670.000000	73.986
680.000000	74.033
690.000000	74.076
700.000000	74.115
710.000000	74.152
720.000000	74.185
730.000000	74.214
740.000000	74.241
750.000000	74.263
762.000000	74.286
775.000000	74.305
788.000000	74.318
800.000000	74.326
812.000000	74.330
825.000000	74.328
838.000000	74.320
850.000000	74.305
862.000000	74.284
875.000000	74.254
885.000000	74.225
900.000000	74.171
912.000000	74.118
925.000000	74.051
938.000000	73.975
950.000000	73.896
962.000000	73.807
975.000000	73.704
988.000000	73.598
1000.000000	73.502
1015.000000	73.389
1030.000000	73.280
1044.000000	73.179
1060.000000	73.061
1075.000000	72.947
1090.000000	72.828
1106.000000	72.693
1120.000000	72.565
1138.000000	72.387
1150.000000	72.263
1172.000000	72.028
1180.000000	71.941
1206.000000	71.652
1220.000000	71.497
1241.000000	71.272
1250.000000	71.180
1265.000000	71.036
1280.000000	70.908
1315.000000	70.705
1320.000000	70.690
1340.000000	70.668
1360.000000	70.695
1380.000000	70.758
1400.000000	70.849
1430.000000	71.021
1450.000000	71.153
1475.000000	71.335
1500.000000	71.530
1525.000000	71.737
1550.000000	71.954
1575.000000	72.182
1600.000000	72.422
1625.000000	72.673
1650.000000	72.933
1675.000000	73.201
1700.000000	73.475
1725.000000	73.753
1750.000000	74.034
1775.000000	74.315
1800.000000	74.596
1825.000000	74.874
1850.000000	75.147
1875.000000	75.409
1900.000000	75.659
1925.000000	75.891
1950.000000	76.102
1975.000000	76.288
2000.000000	76.446
2030.000000	76.597
2060.000000	76.713
2090.000000	76.798
2120.000000	76.854
2140.000000	76.874
2180.000000	76.877
2200.000000	76.861
2240.000000	76.795
2270.000000	76.718
2300.000000	76.622
2330.000000	76.514
2360.000000	76.400
2400.000000	76.246
2430.000000	76.132
2470.000000	75.983
2500.000000	75.875
2540.000000	75.740
2580.000000	75.613
2620.000000	75.491
2650.000000	75.401
2690.000000	75.284
2720.000000	75.198
2760.000000	75.083
2800.000000	74.972
2850.000000	74.838
2900.000000	74.701
2950.000000	74.550
3000.000000	74.370
3040.000000	74.192
3070.000000	74.040
