* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 29-Aug-2023 17:06:28
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: T50 RP 50th Anniversary L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	59.812
20.299999	59.924
20.600000	60.037
20.900000	60.154
21.200001	60.276
21.400000	60.360
21.799999	60.532
22.000000	60.620
22.400000	60.793
22.700001	60.920
23.000000	61.043
23.299999	61.160
23.600000	61.274
24.000000	61.419
24.299999	61.526
24.700001	61.667
25.000000	61.772
25.400000	61.912
25.799999	62.051
26.200001	62.190
26.500000	62.294
26.900000	62.433
27.200001	62.539
27.600000	62.681
28.000000	62.825
28.500000	63.005
29.000000	63.182
29.500000	63.354
30.000000	63.522
30.400000	63.653
30.700001	63.750
31.100000	63.878
31.500000	64.004
32.000000	64.158
32.500000	64.308
33.000000	64.454
33.500000	64.594
34.000000	64.729
34.500000	64.855
35.000000	64.971
35.500000	65.077
36.000000	65.177
36.500000	65.274
37.000000	65.374
37.500000	65.478
38.200001	65.631
38.700001	65.742
39.500000	65.922
40.000000	66.033
40.599998	66.165
41.200001	66.295
41.799999	66.423
42.500000	66.567
43.099998	66.686
43.700001	66.803
44.400002	66.936
45.000000	67.047
45.500000	67.137
46.200001	67.259
46.799999	67.361
47.500000	67.475
48.200001	67.585
48.700001	67.662
49.400002	67.766
50.000000	67.852
50.799999	67.961
51.500000	68.051
52.200001	68.136
53.000000	68.228
53.799999	68.315
54.500000	68.387
55.200001	68.456
56.000000	68.531
57.000000	68.618
58.000000	68.698
59.000000	68.770
60.000000	68.835
60.799999	68.882
61.500000	68.920
62.200001	68.957
63.000000	68.998
64.000000	69.044
65.000000	69.085
66.000000	69.120
67.000000	69.148
68.000000	69.170
69.000000	69.186
70.000000	69.198
71.000000	69.206
72.000000	69.211
73.000000	69.215
74.000000	69.215
75.000000	69.213
76.199997	69.206
77.500000	69.192
78.800003	69.170
80.000000	69.144
81.199997	69.114
82.500000	69.076
83.800003	69.035
85.000000	68.996
86.199997	68.956
87.500000	68.912
88.500000	68.878
90.000000	68.826
91.199997	68.783
92.500000	68.735
93.800003	68.684
95.000000	68.636
96.199997	68.587
97.500000	68.534
98.800003	68.479
100.000000	68.428
101.500000	68.362
103.000000	68.294
104.400002	68.227
106.000000	68.149
107.500000	68.074
109.000000	67.997
110.599998	67.913
112.000000	67.838
113.800003	67.740
115.000000	67.674
117.199997	67.554
118.000000	67.511
120.599998	67.373
122.000000	67.299
124.099998	67.189
125.000000	67.142
126.500000	67.063
128.000000	66.983
131.500000	66.801
132.000000	66.775
134.000000	66.674
136.000000	66.574
138.000000	66.477
140.000000	66.380
143.000000	66.234
145.000000	66.135
147.500000	66.010
150.000000	65.884
152.500000	65.760
155.000000	65.644
157.500000	65.542
160.000000	65.458
162.500000	65.398
165.000000	65.367
167.500000	65.372
170.000000	65.419
172.500000	65.512
175.000000	65.651
177.500000	65.832
180.000000	66.045
182.500000	66.279
185.000000	66.520
187.500000	66.758
190.000000	66.985
192.500000	67.196
195.000000	67.388
197.500000	67.559
200.000000	67.709
203.000000	67.859
206.000000	67.973
209.000000	68.051
212.000000	68.093
214.000000	68.102
218.000000	68.077
220.000000	68.046
224.000000	67.955
227.000000	67.868
230.000000	67.769
233.000000	67.664
236.000000	67.556
240.000000	67.410
243.000000	67.303
247.000000	67.166
250.000000	67.067
254.000000	66.942
258.000000	66.824
262.000000	66.711
265.000000	66.631
269.000000	66.527
272.000000	66.451
276.000000	66.349
280.000000	66.247
285.000000	66.114
290.000000	65.976
295.000000	65.831
300.000000	65.682
304.000000	65.561
307.000000	65.471
311.000000	65.353
315.000000	65.241
320.000000	65.113
325.000000	65.004
330.000000	64.916
335.000000	64.850
340.000000	64.806
345.000000	64.779
350.000000	64.762
355.000000	64.749
360.000000	64.732
365.000000	64.707
370.000000	64.671
375.000000	64.623
382.000000	64.538
387.000000	64.471
395.000000	64.370
400.000000	64.323
406.000000	64.293
412.000000	64.296
418.000000	64.331
425.000000	64.404
431.000000	64.485
437.000000	64.573
444.000000	64.677
450.000000	64.763
455.000000	64.831
462.000000	64.920
468.000000	64.991
475.000000	65.070
482.000000	65.148
487.000000	65.203
494.000000	65.284
500.000000	65.355
508.000000	65.454
515.000000	65.542
522.000000	65.634
530.000000	65.742
538.000000	65.855
545.000000	65.959
552.000000	66.068
560.000000	66.201
570.000000	66.376
580.000000	66.557
590.000000	66.736
600.000000	66.900
608.000000	67.013
615.000000	67.096
622.000000	67.161
630.000000	67.214
640.000000	67.250
650.000000	67.257
660.000000	67.237
670.000000	67.195
680.000000	67.133
690.000000	67.056
700.000000	66.968
710.000000	66.876
720.000000	66.787
730.000000	66.706
740.000000	66.638
750.000000	66.588
762.000000	66.559
775.000000	66.580
788.000000	66.669
800.000000	66.817
812.000000	67.020
825.000000	67.284
838.000000	67.570
850.000000	67.833
862.000000	68.083
875.000000	68.330
885.000000	68.500
900.000000	68.723
912.000000	68.875
925.000000	69.013
938.000000	69.127
950.000000	69.212
962.000000	69.281
975.000000	69.339
988.000000	69.385
1000.000000	69.417
1015.000000	69.447
1030.000000	69.467
1044.000000	69.475
1060.000000	69.471
1075.000000	69.453
1090.000000	69.420
