* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: 04-Feb-2022 16:41:31
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic A times B A = HD598 L VSG B = VSG to Crin
* Measurement: HD598 L VSG to Crin
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	75.305
20.299999	75.461
20.600000	75.605
20.900000	75.740
21.200001	75.865
21.400000	75.944
21.799999	76.098
22.000000	76.173
22.400000	76.323
22.700001	76.439
23.000000	76.556
23.299999	76.674
23.600000	76.793
24.000000	76.948
24.299999	77.061
24.700001	77.210
25.000000	77.321
25.400000	77.468
25.799999	77.615
26.200001	77.758
26.500000	77.860
26.900000	77.990
27.200001	78.082
27.600000	78.200
28.000000	78.316
28.500000	78.460
29.000000	78.598
29.500000	78.726
30.000000	78.843
30.400000	78.931
30.700001	78.998
31.100000	79.093
31.500000	79.197
32.000000	79.338
32.500000	79.484
33.000000	79.627
33.500000	79.763
34.000000	79.890
34.500000	80.009
35.000000	80.119
35.500000	80.221
36.000000	80.315
36.500000	80.405
37.000000	80.492
37.500000	80.578
38.200001	80.696
38.700001	80.778
39.500000	80.900
40.000000	80.969
40.599998	81.043
41.200001	81.113
41.799999	81.182
42.500000	81.262
43.099998	81.331
43.700001	81.403
44.400002	81.491
45.000000	81.570
45.500000	81.635
46.200001	81.721
46.799999	81.789
47.500000	81.859
48.200001	81.922
48.700001	81.967
49.400002	82.031
50.000000	82.087
50.799999	82.158
51.500000	82.214
52.200001	82.261
53.000000	82.311
53.799999	82.363
54.500000	82.412
55.200001	82.464
56.000000	82.522
57.000000	82.586
58.000000	82.633
59.000000	82.664
60.000000	82.674
60.799999	82.669
61.500000	82.657
62.200001	82.644
63.000000	82.629
64.000000	82.613
65.000000	82.589
66.000000	82.542
67.000000	82.473
68.000000	82.397
69.000000	82.339
70.000000	82.320
71.000000	82.345
72.000000	82.407
73.000000	82.490
74.000000	82.579
75.000000	82.662
76.199997	82.748
77.500000	82.831
78.800003	82.912
80.000000	82.991
81.199997	83.075
82.500000	83.170
83.800003	83.267
85.000000	83.357
86.199997	83.446
87.500000	83.539
88.500000	83.608
90.000000	83.706
91.199997	83.779
92.500000	83.853
93.800003	83.919
95.000000	83.975
96.199997	84.026
97.500000	84.076
98.800003	84.121
100.000000	84.157
101.500000	84.197
103.000000	84.231
104.400002	84.261
106.000000	84.293
107.500000	84.324
109.000000	84.355
110.599998	84.387
112.000000	84.412
113.800003	84.438
115.000000	84.452
117.199997	84.469
118.000000	84.472
120.599998	84.470
122.000000	84.461
124.099998	84.437
125.000000	84.423
126.500000	84.399
128.000000	84.375
131.500000	84.328
132.000000	84.322
134.000000	84.300
136.000000	84.279
138.000000	84.261
140.000000	84.245
143.000000	84.226
145.000000	84.217
147.500000	84.214
150.000000	84.221
152.500000	84.236
155.000000	84.258
157.500000	84.280
160.000000	84.300
162.500000	84.317
165.000000	84.337
167.500000	84.367
170.000000	84.411
172.500000	84.473
175.000000	84.550
177.500000	84.640
180.000000	84.738
182.500000	84.839
185.000000	84.937
187.500000	85.031
190.000000	85.117
192.500000	85.193
195.000000	85.254
197.500000	85.300
200.000000	85.332
203.000000	85.357
206.000000	85.377
209.000000	85.401
212.000000	85.437
214.000000	85.467
218.000000	85.534
220.000000	85.565
224.000000	85.604
227.000000	85.604
230.000000	85.577
233.000000	85.529
236.000000	85.471
240.000000	85.398
243.000000	85.358
247.000000	85.333
250.000000	85.334
254.000000	85.358
258.000000	85.397
262.000000	85.443
265.000000	85.476
269.000000	85.515
272.000000	85.538
276.000000	85.563
280.000000	85.583
285.000000	85.605
290.000000	85.626
295.000000	85.646
300.000000	85.665
304.000000	85.676
307.000000	85.681
311.000000	85.680
315.000000	85.671
320.000000	85.645
325.000000	85.603
330.000000	85.555
335.000000	85.518
340.000000	85.520
