* Measurement data measured by REW V5.20.4
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of Aug 2, Aug 2
* Dated: 02-Aug-2023 17:52:33
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Solis 2 UC L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	79.841
20.299999	79.817
20.600000	79.795
20.900000	79.773
21.200001	79.752
21.400000	79.737
21.799999	79.708
22.000000	79.693
22.400000	79.668
22.700001	79.654
23.000000	79.644
23.299999	79.637
23.600000	79.631
24.000000	79.620
24.299999	79.607
24.700001	79.580
25.000000	79.553
25.400000	79.512
25.799999	79.466
26.200001	79.418
26.500000	79.382
26.900000	79.332
27.200001	79.293
27.600000	79.238
28.000000	79.180
28.500000	79.106
29.000000	79.034
29.500000	78.969
30.000000	78.914
30.400000	78.877
30.700001	78.852
31.100000	78.821
31.500000	78.791
32.000000	78.750
32.500000	78.703
33.000000	78.652
33.500000	78.599
34.000000	78.550
34.500000	78.508
35.000000	78.472
35.500000	78.441
36.000000	78.413
36.500000	78.384
37.000000	78.352
37.500000	78.317
38.200001	78.263
38.700001	78.221
39.500000	78.153
40.000000	78.110
40.599998	78.061
41.200001	78.013
41.799999	77.966
42.500000	77.912
43.099998	77.864
43.700001	77.817
44.400002	77.761
45.000000	77.713
45.500000	77.673
46.200001	77.618
46.799999	77.571
47.500000	77.518
48.200001	77.466
48.700001	77.429
49.400002	77.380
50.000000	77.337
50.799999	77.281
51.500000	77.232
52.200001	77.183
53.000000	77.128
53.799999	77.074
54.500000	77.029
55.200001	76.987
56.000000	76.941
57.000000	76.885
58.000000	76.830
59.000000	76.776
60.000000	76.722
60.799999	76.678
61.500000	76.639
62.200001	76.599
63.000000	76.554
64.000000	76.497
65.000000	76.441
66.000000	76.386
67.000000	76.333
68.000000	76.282
69.000000	76.233
70.000000	76.186
71.000000	76.139
72.000000	76.094
73.000000	76.049
74.000000	76.004
75.000000	75.960
76.199997	75.907
77.500000	75.851
78.800003	75.797
80.000000	75.749
81.199997	75.703
82.500000	75.654
83.800003	75.606
85.000000	75.562
86.199997	75.519
87.500000	75.474
88.500000	75.439
90.000000	75.389
91.199997	75.350
92.500000	75.308
93.800003	75.266
95.000000	75.228
96.199997	75.190
97.500000	75.150
98.800003	75.110
100.000000	75.073
101.500000	75.029
103.000000	74.986
104.400002	74.947
106.000000	74.904
107.500000	74.865
109.000000	74.826
110.599998	74.786
112.000000	74.752
113.800003	74.709
115.000000	74.681
117.199997	74.631
118.000000	74.614
120.599998	74.558
122.000000	74.528
124.099998	74.484
125.000000	74.466
126.500000	74.435
128.000000	74.404
131.500000	74.335
132.000000	74.326
134.000000	74.287
136.000000	74.250
138.000000	74.214
140.000000	74.179
143.000000	74.127
145.000000	74.094
147.500000	74.053
150.000000	74.013
152.500000	73.974
155.000000	73.936
157.500000	73.899
160.000000	73.863
162.500000	73.828
165.000000	73.794
167.500000	73.762
170.000000	73.732
172.500000	73.705
175.000000	73.681
177.500000	73.660
180.000000	73.642
182.500000	73.626
185.000000	73.611
187.500000	73.598
190.000000	73.585
192.500000	73.572
195.000000	73.558
197.500000	73.543
200.000000	73.527
203.000000	73.505
206.000000	73.483
209.000000	73.460
212.000000	73.437
214.000000	73.422
218.000000	73.394
220.000000	73.380
224.000000	73.354
227.000000	73.335
230.000000	73.317
233.000000	73.301
236.000000	73.285
240.000000	73.264
243.000000	73.249
247.000000	73.228
250.000000	73.213
254.000000	73.193
258.000000	73.174
262.000000	73.153
265.000000	73.138
269.000000	73.118
272.000000	73.103
276.000000	73.083
280.000000	73.062
285.000000	73.037
290.000000	73.011
295.000000	72.985
300.000000	72.960
304.000000	72.940
307.000000	72.926
311.000000	72.907
315.000000	72.888
