* Measurement data measured by REW V5.20.4
* Source: Trace Arithmetic result Merge B to A
* Format: Trace Arithmetic result Merge B to A
* Dated: 03-Oct-2023 08:59:33
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Klanar L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
20.000000	77.394
20.299999	77.403
20.600000	77.408
20.900000	77.408
21.200001	77.404
21.400000	77.398
21.799999	77.382
22.000000	77.372
22.400000	77.353
22.700001	77.341
23.000000	77.333
23.299999	77.331
23.600000	77.333
24.000000	77.342
24.299999	77.349
24.700001	77.354
25.000000	77.350
25.400000	77.335
25.799999	77.310
26.200001	77.281
26.500000	77.260
26.900000	77.236
27.200001	77.222
27.600000	77.208
28.000000	77.198
28.500000	77.186
29.000000	77.173
29.500000	77.159
30.000000	77.144
30.400000	77.134
30.700001	77.126
31.100000	77.117
31.500000	77.108
32.000000	77.098
32.500000	77.086
33.000000	77.071
33.500000	77.052
34.000000	77.029
34.500000	77.002
35.000000	76.972
35.500000	76.940
36.000000	76.907
36.500000	76.874
37.000000	76.840
37.500000	76.806
38.200001	76.758
38.700001	76.724
39.500000	76.670
40.000000	76.637
40.599998	76.597
41.200001	76.557
41.799999	76.518
42.500000	76.471
43.099998	76.431
43.700001	76.390
44.400002	76.342
45.000000	76.301
45.500000	76.268
46.200001	76.223
46.799999	76.186
47.500000	76.143
48.200001	76.102
48.700001	76.073
49.400002	76.032
50.000000	75.998
50.799999	75.951
51.500000	75.911
52.200001	75.871
53.000000	75.825
53.799999	75.779
54.500000	75.738
55.200001	75.697
56.000000	75.648
57.000000	75.585
58.000000	75.521
59.000000	75.456
60.000000	75.391
60.799999	75.338
61.500000	75.292
62.200001	75.246
63.000000	75.193
64.000000	75.126
65.000000	75.058
66.000000	74.990
67.000000	74.922
68.000000	74.853
69.000000	74.786
70.000000	74.721
71.000000	74.656
72.000000	74.593
73.000000	74.529
74.000000	74.465
75.000000	74.401
76.199997	74.324
77.500000	74.241
78.800003	74.160
80.000000	74.086
81.199997	74.014
82.500000	73.935
83.800003	73.857
85.000000	73.784
86.199997	73.711
87.500000	73.633
88.500000	73.574
90.000000	73.487
91.199997	73.419
92.500000	73.346
93.800003	73.275
95.000000	73.209
96.199997	73.144
97.500000	73.074
98.800003	73.005
100.000000	72.942
101.500000	72.865
103.000000	72.789
104.400002	72.719
106.000000	72.639
107.500000	72.565
109.000000	72.491
110.599998	72.413
112.000000	72.346
113.800003	72.261
115.000000	72.206
117.199997	72.104
118.000000	72.067
120.599998	71.949
122.000000	71.887
124.099998	71.795
125.000000	71.756
126.500000	71.693
128.000000	71.630
131.500000	71.486
132.000000	71.465
134.000000	71.384
136.000000	71.303
138.000000	71.222
140.000000	71.142
143.000000	71.023
145.000000	70.945
147.500000	70.849
150.000000	70.754
152.500000	70.661
155.000000	70.570
157.500000	70.481
160.000000	70.393
162.500000	70.306
165.000000	70.219
167.500000	70.133
170.000000	70.049
172.500000	69.966
175.000000	69.885
177.500000	69.807
180.000000	69.730
182.500000	69.655
185.000000	69.580
187.500000	69.506
190.000000	69.432
192.500000	69.359
195.000000	69.286
197.500000	69.216
200.000000	69.148
203.000000	69.071
206.000000	69.003
209.000000	68.944
212.000000	68.894
214.000000	68.866
218.000000	68.817
220.000000	68.794
224.000000	68.748
227.000000	68.709
230.000000	68.666
233.000000	68.617
236.000000	68.565
240.000000	68.491
243.000000	68.433
247.000000	68.357
250.000000	68.300
254.000000	68.226
258.000000	68.153
262.000000	68.081
265.000000	68.029
269.000000	67.961
272.000000	67.912
276.000000	67.848
280.000000	67.786
285.000000	67.711
290.000000	67.639
295.000000	67.570
300.000000	67.503
304.000000	67.451
307.000000	67.413
311.000000	67.363
315.000000	67.315
320.000000	67.258
325.000000	67.203
330.000000	67.151
335.000000	67.102
340.000000	67.053
345.000000	67.006
350.000000	66.960
355.000000	66.914
360.000000	66.868
365.000000	66.824
370.000000	66.782
375.000000	66.742
382.000000	66.688
387.000000	66.650
395.000000	66.592
400.000000	66.557
406.000000	66.516
412.000000	66.477
418.000000	66.441
425.000000	66.401
431.000000	66.369
437.000000	66.337
444.000000	66.301
450.000000	66.271
455.000000	66.248
462.000000	66.217
468.000000	66.194
475.000000	66.170
482.000000	66.149
487.000000	66.135
494.000000	66.116
500.000000	66.101
508.000000	66.081
515.000000	66.063
522.000000	66.044
530.000000	66.024
538.000000	66.004
545.000000	65.989
552.000000	65.976
560.000000	65.964
570.000000	65.954
580.000000	65.947
590.000000	65.942
600.000000	65.939
608.000000	65.937
615.000000	65.935
622.000000	65.934
630.000000	65.934
640.000000	65.935
650.000000	65.940
660.000000	65.947
670.000000	65.957
680.000000	65.970
690.000000	65.985
700.000000	66.003
710.000000	66.022
720.000000	66.044
730.000000	66.069
740.000000	66.097
750.000000	66.128
762.000000	66.169
775.000000	66.219
788.000000	66.273
800.000000	66.328
812.000000	66.389
825.000000	66.461
838.000000	66.538
850.000000	66.615
862.000000	66.696
875.000000	66.788
885.000000	66.862
900.000000	66.976
912.000000	67.071
925.000000	67.178
938.000000	67.289
950.000000	67.396
962.000000	67.506
975.000000	67.629
988.000000	67.754
1000.000000	67.872
1015.000000	68.022
1030.000000	68.173
1044.000000	68.316
1060.000000	68.479
1075.000000	68.632
1090.000000	68.782
1106.000000	68.941
1120.000000	69.077
1138.000000	69.250
1150.000000	69.363
1172.000000	69.567
1180.000000	69.640
1206.000000	69.873
1220.000000	69.995
1241.000000	70.174
1250.000000	70.250
1265.000000	70.374
1280.000000	70.495
1315.000000	70.772
1320.000000	70.811
