













19.5	75.234
19.8	75.234
20.1	75.234
20.3	75.244
20.6	75.247
20.9	75.318
21.2	75.349
21.6	75.359
21.9	75.3785
22.2	75.388
22.5	75.379
22.8	75.39
23.2	75.339
23.5	75.406
23.8	75.363
24.2	75.378
24.5	75.456
24.9	75.4075
25.3	75.362
25.6	75.5545
26	75.229
26.4	75.5385
26.8	75.522
27.2	75.491
27.5	75.491
28	75.473
28.4	75.4845
28.8	75.546
29.2	75.495
29.6	75.428
30	75.4435
30.5	75.38
30.9	75.427
31.4	75.4595
31.8	75.5005
32.3	75.4325
32.8	75.388
33.2	75.408
33.7	75.4305
34.2	75.4315
34.7	75.304
35.2	75.363
35.7	75.284
36.2	75.2133
36.8	75.245
37.3	75.276
37.9	75.292
38.4	75.228
39	75.232
39.5	75.349
40.1	75.378
40.7	75.317
41.3	75.3223
41.9	75.3645
42.5	75.4427
43.1	75.3415
43.7	75.316
44.4	75.264
45	75.182
45.7	75.117
46.3	75.0417
47	75.032
47.7	75.0563
48.4	75.065
49.1	74.9393
49.8	74.9857
50.5	74.932
51.3	74.8633
52	74.856
52.8	74.8013
53.5	74.876
54.3	74.8293
55.1	74.8187
55.9	74.756
56.7	74.7383
57.5	74.665
58.4	74.5825
59.2	74.5033
60.1	74.4882
61	74.4243
61.8	74.4347
62.7	74.4223
63.7	74.2827
64.6	74.2645
65.5	74.268
66.5	74.201
67.4	74.1927
68.4	74.196
69.4	74.1255
70.4	74.111
71.5	74.0438
72.5	74.0236
73.5	73.9305
74.6	73.8675
75.7	73.9534
76.8	73.9412
77.9	73.7905
79.1	73.7668
80.2	73.6952
81.4	73.6813
82.6	73.605
83.8	73.5012
85	73.42
86.2	73.4974
87.5	73.5014
88.7	73.4214
90	73.4066
91.3	73.326
92.7	73.236
94	73.2164
95.4	73.1302
96.8	73.0322
98.2	72.9407
99.6	72.9325
101	72.934
103	72.9322
104	72.8297
106	72.7482
107	72.7225
109	72.6483
110	72.5403
112	72.5076
113	72.3212
115	72.3201
117	72.3134
118	72.2166
120	72.198
122	72.1211
124	72.1051
125	72.0536
127	71.8859
129	71.8003
131	71.7916
133	71.7834
135	71.6872
137	71.5774
139	71.4787
141	71.4802
143	71.4134
145	71.4
147	71.3866
149	71.3071
151	71.2846
154	71.213
156	71.1221
158	71.1928
160	71.1678
163	71.0204
165	70.8981
168	70.816
170	70.7051
172	70.6018
175	70.5977
177	70.6028
180	70.5901
183	70.5182
185	70.47
188	70.3165
191	70.2955
194	70.3008
196	70.2844
199	70.1904
202	70.1078
205	70.0886
208	69.9973
211	69.8938
214	69.8059
217	69.7985
220	69.8
224	69.801
227	69.7945
230	69.6988
234	69.6138
237	69.5898
240	69.4909
244	69.4096
247	69.3844
251	69.3087
255	69.2988
258	69.2869
262	69.2087
266	69.1996
270	69.1957
274	69.1106
278	69.0116
282	69.0064
286	69.0822
290	69.0039
294	68.8914
298	68.8001
303	68.8072
307	68.8954
312	68.8964
316	68.8084
321	68.7979
325	68.8
330	68.8041
335	68.7821
340	68.6221
345	68.5961
350	68.6
355	68.6
360	68.6018
365	68.5893
371	68.5125
376	68.5004
382	68.4919
387	68.4193
393	68.4877
398	68.4868
404	68.4068
410	68.3983
416	68.4019
422	68.3891
428	68.308
434	68.2986
441	68.3
447	68.3
454	68.3
460	68.302
467	68.2908
474	68.2113
481	68.1979
488	68.2015
495	68.1918
502	68.1101
509	68.0983
517	68.1
524	68.1
532	68.1
540	68.1015
547	68.0895
555	67.9945
563	67.905
572	67.898
580	67.9017
588	67.8885
597	67.8112
606	67.7891
614	67.7073
623	67.7003
632	67.6882
642	67.6085
651	67.6101
660	67.6827
670	67.6017
680	67.5089
690	67.4995
700	67.4913
710	67.41
720	67.4002
